"Last15EventsPower_RANKTHISWEEK_2015","Last15EventsPower_RANKLASTWEEK_2015","Last15EventsPower_PLAYERNAME_2015","Last15EventsPower_EVENTS_2015","Last15EventsPower_RATING_2015","stat_name","year"
1,1,"Brandon Hagy",1,10,"Last15EventsPower",2015
1,1,"Peter Uihlein",1,10,"Last15EventsPower",2015
3,3,"Dustin Johnson",9,9.7,"Last15EventsPower",2015
3,3,"Jamie Lovemark",1,9.7,"Last15EventsPower",2015
5,5,"Jason Day",9,9.6,"Last15EventsPower",2015
5,5,"JB Holmes",8,9.6,"Last15EventsPower",2015
5,5,"Andrew Loupe",5,9.6,"Last15EventsPower",2015
5,5,"Patrick Rodgers",9,9.6,"Last15EventsPower",2015
5,5,"Bubba Watson",11,9.6,"Last15EventsPower",2015
10,10,"Jason Kokrak",6,9.5,"Last15EventsPower",2015
11,11,"Cory Whitsett",2,9.4,"Last15EventsPower",2015
12,12,"Charlie Beljan",4,9.3,"Last15EventsPower",2015
12,12,"Scott Gutschewski",1,9.3,"Last15EventsPower",2015
12,12,"Justin Thomas",12,9.3,"Last15EventsPower",2015
15,15,"Tony Finau",10,9.2,"Last15EventsPower",2015
15,15,"Adam Scott",6,9.2,"Last15EventsPower",2015
17,17,"Charles Howell III",10,9.1,"Last15EventsPower",2015
17,17,"Smylie Kaufman",1,9.1,"Last15EventsPower",2015
17,17,"Cameron Wilson",1,9.1,"Last15EventsPower",2015
17,17,"Gunn Yang",1,9.1,"Last15EventsPower",2015
21,21,"Brooks Koepka",8,9,"Last15EventsPower",2015
21,21,"Jon Rahm",2,9,"Last15EventsPower",2015
23,23,"Daniel Berger",5,8.9,"Last15EventsPower",2015
23,23,"Steven Bowditch",10,8.9,"Last15EventsPower",2015
23,23,"Rory McIlroy",10,8.9,"Last15EventsPower",2015
23,23,"Richy Werenski",1,8.9,"Last15EventsPower",2015
27,27,"Alexander Levy",2,8.8,"Last15EventsPower",2015
28,28,"Byeong Hun An",2,8.7,"Last15EventsPower",2015
28,28,"Keegan Bradley",8,8.7,"Last15EventsPower",2015
28,28,"Bryson DeChambeau",1,8.7,"Last15EventsPower",2015
28,28,"Robert Garrigus",3,8.7,"Last15EventsPower",2015
28,28,"Chris Wood",1,8.7,"Last15EventsPower",2015
33,33,"Patton Kizzire",1,8.6,"Last15EventsPower",2015
33,33,"Jordan Niebrugge",1,8.6,"Last15EventsPower",2015
33,33,"Justin Rose",9,8.6,"Last15EventsPower",2015
36,36,"Sebastian Cappelen",1,8.5,"Last15EventsPower",2015
36,36,"Victor Dubuisson",6,8.5,"Last15EventsPower",2015
36,36,"Jhonattan Vegas",8,8.5,"Last15EventsPower",2015
39,39,"Lucas Glover",8,8.4,"Last15EventsPower",2015
39,39,"Will Wilcox",8,8.4,"Last15EventsPower",2015
41,41,"Martin Flores",8,8.3,"Last15EventsPower",2015
41,41,"Martin Laird",7,8.3,"Last15EventsPower",2015
41,41,"Troy Matteson",2,8.3,"Last15EventsPower",2015
41,41,"Carlos Ortiz",8,8.3,"Last15EventsPower",2015
45,45,"John Daly",2,8.2,"Last15EventsPower",2015
45,45,"Charley Hoffman",9,8.2,"Last15EventsPower",2015
45,45,"Ryan Palmer",7,8.2,"Last15EventsPower",2015
45,45,"Scott Piercy",8,8.2,"Last15EventsPower",2015
45,45,"Robby Shelton",1,8.2,"Last15EventsPower",2015
45,45,"Brendan Steele",10,8.2,"Last15EventsPower",2015
51,51,"Sergio Garcia",9,8.1,"Last15EventsPower",2015
51,51,"Charl Schwartzel",7,8.1,"Last15EventsPower",2015
51,51,"Roger Sloan",4,8.1,"Last15EventsPower",2015
54,54,"Sam Saunders",6,8,"Last15EventsPower",2015
55,55,"Kelvin Day",1,7.9,"Last15EventsPower",2015
55,55,"Stephen Gallacher",5,7.9,"Last15EventsPower",2015
55,55,"Branden Grace",9,7.9,"Last15EventsPower",2015
55,55,"Chris Naegel",1,7.9,"Last15EventsPower",2015
55,55,"Scott Stallings",7,7.9,"Last15EventsPower",2015
55,55,"Hudson Swafford",10,7.9,"Last15EventsPower",2015
61,61,"Angel Cabrera",4,7.8,"Last15EventsPower",2015
61,61,"Andres Gonzales",7,7.8,"Last15EventsPower",2015
61,61,"Brandt Jobe",1,7.8,"Last15EventsPower",2015
61,61,"Martin Piller",1,7.8,"Last15EventsPower",2015
61,61,"Shawn Stefani",12,7.8,"Last15EventsPower",2015
61,61,"Andy Sullivan",1,7.8,"Last15EventsPower",2015
67,67,"Harris English",11,7.7,"Last15EventsPower",2015
67,67,"Morgan Hoffmann",9,7.7,"Last15EventsPower",2015
67,67,"Matt Jones",8,7.7,"Last15EventsPower",2015
67,67,"Shane Lowry",6,7.7,"Last15EventsPower",2015
67,67,"Maverick McNealy",2,7.7,"Last15EventsPower",2015
67,67,"Louis Oosthuizen",7,7.7,"Last15EventsPower",2015
67,67,"Cheng Tsung Pan",1,7.7,"Last15EventsPower",2015
67,67,"Ollie Schniederjans",2,7.7,"Last15EventsPower",2015
67,67,"Kyle Stanley",7,7.7,"Last15EventsPower",2015
67,67,"Robert Streb",12,7.7,"Last15EventsPower",2015
67,67,"Nick Watney",8,7.7,"Last15EventsPower",2015
78,78,"Jason Allred",1,7.6,"Last15EventsPower",2015
78,78,"Derek Ernst",5,7.6,"Last15EventsPower",2015
78,78,"Tommy Gainey",4,7.6,"Last15EventsPower",2015
78,78,"Max Homa",5,7.6,"Last15EventsPower",2015
78,78,"Phil Mickelson",11,7.6,"Last15EventsPower",2015
78,78,"Carl Pettersson",9,7.6,"Last15EventsPower",2015
78,78,"Alex Prugh",7,7.6,"Last15EventsPower",2015
78,78,"Josh Teater",5,7.6,"Last15EventsPower",2015
78,78,"Boo Weekley",9,7.6,"Last15EventsPower",2015
78,78,"Lee Westwood",7,7.6,"Last15EventsPower",2015
88,88,"Graham DeLaet",7,7.5,"Last15EventsPower",2015
88,88,"Rickie Fowler",8,7.5,"Last15EventsPower",2015
88,88,"Russell Henley",6,7.5,"Last15EventsPower",2015
88,88,"JJ Spaun",1,7.5,"Last15EventsPower",2015
88,88,"Nick Taylor",8,7.5,"Last15EventsPower",2015
88,88,"Marc Warren",5,7.5,"Last15EventsPower",2015
88,88,"Gary Woodland",6,7.5,"Last15EventsPower",2015
95,95,"Kiradech Aphibarnrat",3,7.4,"Last15EventsPower",2015
95,95,"Mark Hensby",1,7.4,"Last15EventsPower",2015
95,95,"Seung Yul Noh",7,7.4,"Last15EventsPower",2015
95,95,"Sean OHair",8,7.4,"Last15EventsPower",2015
95,95,"Greg Owen",5,7.4,"Last15EventsPower",2015
95,95,"Kevin Stadler",2,7.4,"Last15EventsPower",2015
95,95,"Bernd Wiesberger",4,7.4,"Last15EventsPower",2015
102,102,"Paul Casey",9,7.3,"Last15EventsPower",2015
102,102,"Ernie Els",6,7.3,"Last15EventsPower",2015
102,102,"Marc Leishman",6,7.3,"Last15EventsPower",2015
102,102,"Garrett Osborn",1,7.3,"Last15EventsPower",2015
102,102,"Cameron Percy",8,7.3,"Last15EventsPower",2015
102,102,"Marcel Siem",4,7.3,"Last15EventsPower",2015
102,102,"Chris Smith",3,7.3,"Last15EventsPower",2015
102,102,"Jordan Spieth",8,7.3,"Last15EventsPower",2015
102,102,"Adam Svensson",1,7.3,"Last15EventsPower",2015
102,102,"Jimmy Walker",6,7.3,"Last15EventsPower",2015
112,112,"Hunter Mahan",7,7.2,"Last15EventsPower",2015
112,112,"Tiger Woods",5,7.2,"Last15EventsPower",2015
114,114,"Oscar Fraustro",3,7.1,"Last15EventsPower",2015
114,114,"Brian Harman",8,7.1,"Last15EventsPower",2015
114,114,"Billy Horschel",9,7.1,"Last15EventsPower",2015
114,114,"Trevor Immelman",1,7.1,"Last15EventsPower",2015
118,118,"Rafa Cabrera Bello",2,7,"Last15EventsPower",2015
118,118,"Tom Hoge",8,7,"Last15EventsPower",2015
118,118,"DJ Trahan",2,7,"Last15EventsPower",2015
121,121,"Kevin Chappell",11,6.9,"Last15EventsPower",2015
121,121,"Chesson Hadley",10,6.9,"Last15EventsPower",2015
121,121,"Anirban Lahiri",4,6.9,"Last15EventsPower",2015
121,121,"Geoff Ogilvy",7,6.9,"Last15EventsPower",2015
121,121,"Patrick Reed",11,6.9,"Last15EventsPower",2015
121,121,"Michael Thompson",6,6.9,"Last15EventsPower",2015
127,127,"Andrew Dodt",1,6.8,"Last15EventsPower",2015
127,127,"Retief Goosen",6,6.8,"Last15EventsPower",2015
127,127,"Steve Marino",1,6.8,"Last15EventsPower",2015
127,127,"Andres Romero",6,6.8,"Last15EventsPower",2015
127,127,"Bo Van Pelt",5,6.8,"Last15EventsPower",2015
132,132,"Thomas Birdsey",1,6.7,"Last15EventsPower",2015
132,132,"Jamie Donaldson",6,6.7,"Last15EventsPower",2015
132,132,"Derek Fathauer",5,6.7,"Last15EventsPower",2015
132,132,"Gonzalo Fdez Castano",6,6.7,"Last15EventsPower",2015
132,132,"James Hahn",10,6.7,"Last15EventsPower",2015
132,132,"Jeff Overton",6,6.7,"Last15EventsPower",2015
132,132,"John Senden",4,6.7,"Last15EventsPower",2015
132,132,"Byron Smith",4,6.7,"Last15EventsPower",2015
132,132,"Richard Sterne",1,6.7,"Last15EventsPower",2015
132,132,"Kevin Tway",1,6.7,"Last15EventsPower",2015
142,142,"JJ Henry",7,6.6,"Last15EventsPower",2015
142,142,"Will Ma Kenzie",4,6.6,"Last15EventsPower",2015
142,142,"Wes Roach",1,6.6,"Last15EventsPower",2015
145,145,"Stewart Cink",8,6.5,"Last15EventsPower",2015
145,145,"Padraig Harrington",6,6.5,"Last15EventsPower",2015
145,145,"Jim Herman",10,6.5,"Last15EventsPower",2015
145,145,"Kevin Streelman",9,6.5,"Last15EventsPower",2015
149,149,"Harrison Frazar",2,6.4,"Last15EventsPower",2015
149,149,"Jason Gore",7,6.4,"Last15EventsPower",2015
149,149,"Emiliano Grillo",3,6.4,"Last15EventsPower",2015
149,149,"Scott Pinckney",9,6.4,"Last15EventsPower",2015
149,149,"Rory Sabbatini",7,6.4,"Last15EventsPower",2015
149,149,"Scott Vincent",1,6.4,"Last15EventsPower",2015
149,149,"Johnson Wagner",7,6.4,"Last15EventsPower",2015
156,156,"Tyrrell Hatton",1,6.3,"Last15EventsPower",2015
156,156,"Troy Kelly",1,6.3,"Last15EventsPower",2015
156,156,"Hideki Matsuyama",10,6.3,"Last15EventsPower",2015
159,159,"Jonas Blixt",4,6.2,"Last15EventsPower",2015
159,159,"Scott Brown",10,6.2,"Last15EventsPower",2015
159,159,"George Coetzee",2,6.2,"Last15EventsPower",2015
159,159,"Adam Hadwin",6,6.2,"Last15EventsPower",2015
159,159,"Michael Putnam",5,6.2,"Last15EventsPower",2015
159,159,"Danny Willett",5,6.2,"Last15EventsPower",2015
165,165,"Ross Fisher",1,6.1,"Last15EventsPower",2015
165,165,"Jonathan Randolph",5,6.1,"Last15EventsPower",2015
165,165,"Vijay Singh",9,6.1,"Last15EventsPower",2015
165,165,"Andrew Svoboda",3,6.1,"Last15EventsPower",2015
169,169,"Bill Haas",11,6,"Last15EventsPower",2015
169,169,"Tom Johnson",1,6,"Last15EventsPower",2015
169,169,"Matt Kuchar",9,6,"Last15EventsPower",2015
169,169,"David Lingmerth",8,6,"Last15EventsPower",2015
169,169,"Steve Wheatcroft",5,6,"Last15EventsPower",2015
174,174,"Aaron Baddeley",6,5.9,"Last15EventsPower",2015
174,174,"Tommy Fleetwood",1,5.9,"Last15EventsPower",2015
174,174,"Ryo Ishikawa",9,5.9,"Last15EventsPower",2015
174,174,"Martin Kaymer",6,5.9,"Last15EventsPower",2015
174,174,"Davis Love III",5,5.9,"Last15EventsPower",2015
174,174,"Chris Riley",1,5.9,"Last15EventsPower",2015
174,174,"Henrik Stenson",11,5.9,"Last15EventsPower",2015
174,174,"Nicholas Thompson",4,5.9,"Last15EventsPower",2015
174,174,"Danie van Tonder",1,5.9,"Last15EventsPower",2015
183,183,"Sangmoon Bae",10,5.8,"Last15EventsPower",2015
183,183,"Erik Compton",6,5.8,"Last15EventsPower",2015
183,183,"Jason Dufner",8,5.8,"Last15EventsPower",2015
183,183,"Andy Pope",1,5.8,"Last15EventsPower",2015
183,183,"Cory Renfrew",1,5.8,"Last15EventsPower",2015
188,188,"Mark Anderson",2,5.7,"Last15EventsPower",2015
188,188,"Matt Every",3,5.7,"Last15EventsPower",2015
188,188,"John Rollins",2,5.7,"Last15EventsPower",2015
191,191,"Chad Campbell",10,5.6,"Last15EventsPower",2015
191,191,"Mikko Ilonen",5,5.6,"Last15EventsPower",2015
191,191,"Kevin Kisner",12,5.6,"Last15EventsPower",2015
191,191,"Spencer Levin",7,5.6,"Last15EventsPower",2015
191,191,"SJ Park",5,5.6,"Last15EventsPower",2015
191,191,"Camilo Villegas",7,5.6,"Last15EventsPower",2015
197,197,"Blayne Barber",4,5.5,"Last15EventsPower",2015
197,197,"Austin Cook",5,5.5,"Last15EventsPower",2015
197,197,"Brice Garnett",4,5.5,"Last15EventsPower",2015
197,197,"Justin Hicks",3,5.5,"Last15EventsPower",2015
197,197,"John Peterson",9,5.5,"Last15EventsPower",2015
197,197,"Chez Reavie",6,5.5,"Last15EventsPower",2015
203,203,"John Merrick",6,5.4,"Last15EventsPower",2015
204,204,"Joost Luiten",7,5.3,"Last15EventsPower",2015
204,204,"Jarrod Lyle",2,5.3,"Last15EventsPower",2015
204,204,"Kyle Reifers",5,5.3,"Last15EventsPower",2015
204,204,"Zack Sucher",4,5.3,"Last15EventsPower",2015
204,204,"Vaughn Taylor",9,5.3,"Last15EventsPower",2015
209,209,"Blake Adams",2,5.2,"Last15EventsPower",2015
209,209,"Brendon de Jonge",8,5.2,"Last15EventsPower",2015
209,209,"Daniel Miernicki",1,5.2,"Last15EventsPower",2015
209,209,"Koumei Oda",4,5.2,"Last15EventsPower",2015
209,209,"Rod Pampling",3,5.2,"Last15EventsPower",2015
209,209,"Carlos Sainz Jr",2,5.2,"Last15EventsPower",2015
209,209,"Brandt Snedeker",9,5.2,"Last15EventsPower",2015
216,216,"Eric Axley",5,5.1,"Last15EventsPower",2015
216,216,"Greg Chalmers",6,5.1,"Last15EventsPower",2015
216,216,"Garrett Willis",1,5.1,"Last15EventsPower",2015
219,219,"Ben Martin",9,5,"Last15EventsPower",2015
219,219,"Ian Poulter",9,5,"Last15EventsPower",2015
221,221,"Hiroshi Iwata",1,4.9,"Last15EventsPower",2015
221,221,"Hyung Sung Kim",1,4.9,"Last15EventsPower",2015
221,221,"Bill Lunde",3,4.9,"Last15EventsPower",2015
221,221,"YE Yang",3,4.9,"Last15EventsPower",2015
225,225,"Tom Gillis",5,4.8,"Last15EventsPower",2015
225,225,"Cody Gribble",1,4.8,"Last15EventsPower",2015
225,225,"Pablo Larrazabal",2,4.8,"Last15EventsPower",2015
225,225,"Shaun Micheel",1,4.8,"Last15EventsPower",2015
225,225,"Alexander Noren",1,4.8,"Last15EventsPower",2015
225,225,"Cameron Smith",5,4.8,"Last15EventsPower",2015
225,225,"Tyrone Van Aswegen",5,4.8,"Last15EventsPower",2015
232,232,"Stuart Appleby",6,4.7,"Last15EventsPower",2015
232,232,"Ricky Barnes",6,4.7,"Last15EventsPower",2015
232,232,"Nick Cullen",1,4.7,"Last15EventsPower",2015
232,232,"Luke Guthrie",6,4.7,"Last15EventsPower",2015
232,232,"Chris Kirk",8,4.7,"Last15EventsPower",2015
232,232,"Scott Langley",10,4.7,"Last15EventsPower",2015
232,232,"Kenny Perry",2,4.7,"Last15EventsPower",2015
232,232,"Webb Simpson",9,4.7,"Last15EventsPower",2015
240,240,"Jonathan Byrd",7,4.6,"Last15EventsPower",2015
240,240,"George McNeill",11,4.6,"Last15EventsPower",2015
240,240,"Pat Perez",14,4.6,"Last15EventsPower",2015
240,240,"Chris Stroud",8,4.6,"Last15EventsPower",2015
244,244,"Thomas Aiken",2,4.5,"Last15EventsPower",2015
244,244,"Thongchai Jaidee",3,4.5,"Last15EventsPower",2015
244,244,"Zach Johnson",9,4.5,"Last15EventsPower",2015
244,244,"David Lipsky",2,4.5,"Last15EventsPower",2015
248,248,"Roberto Castro",6,4.4,"Last15EventsPower",2015
248,248,"Fabian Gomez",7,4.4,"Last15EventsPower",2015
248,248,"Whee Kim",7,4.4,"Last15EventsPower",2015
248,248,"Russell Knox",11,4.4,"Last15EventsPower",2015
252,252,"Alex Cejka",10,4.3,"Last15EventsPower",2015
252,252,"Ken Duke",7,4.3,"Last15EventsPower",2015
252,252,"WC Liang",2,4.3,"Last15EventsPower",2015
252,252,"Jeff Maggert",1,4.3,"Last15EventsPower",2015
252,252,"Daniel Summerhays",8,4.3,"Last15EventsPower",2015
257,257,"Matt Bettencourt",3,4.2,"Last15EventsPower",2015
257,257,"Michael Block",2,4.2,"Last15EventsPower",2015
257,257,"Doug LaBelle II",1,4.2,"Last15EventsPower",2015
257,257,"Danny Lee",11,4.2,"Last15EventsPower",2015
257,257,"Jim Renner",4,4.2,"Last15EventsPower",2015
257,257,"Steve Stricker",7,4.2,"Last15EventsPower",2015
263,263,"Freddie Jacobson",9,4.1,"Last15EventsPower",2015
263,263,"Parker McLachlin",1,4.1,"Last15EventsPower",2015
265,265,"Jason Bohn",11,4,"Last15EventsPower",2015
265,265,"David Hearn",9,4,"Last15EventsPower",2015
265,265,"Wes Homan",2,4,"Last15EventsPower",2015
265,265,"Brian Stuard",8,4,"Last15EventsPower",2015
269,269,"Arjun Atwal",3,3.9,"Last15EventsPower",2015
269,269,"Cameron Beckman",2,3.9,"Last15EventsPower",2015
269,269,"Troy Merritt",8,3.9,"Last15EventsPower",2015
269,269,"Duffy Waldorf",1,3.9,"Last15EventsPower",2015
269,269,"Tim Wilkinson",4,3.9,"Last15EventsPower",2015
274,274,"Robert Allenby",3,3.8,"Last15EventsPower",2015
274,274,"Chad Collins",7,3.8,"Last15EventsPower",2015
274,274,"Mark Hubbard",6,3.8,"Last15EventsPower",2015
274,274,"Mark Wilson",9,3.8,"Last15EventsPower",2015
278,278,"Jim Furyk",9,3.7,"Last15EventsPower",2015
278,278,"Steve Lowery",1,3.7,"Last15EventsPower",2015
278,278,"Kevin Na",9,3.7,"Last15EventsPower",2015
278,278,"Chris Williams",1,3.7,"Last15EventsPower",2015
282,282,"Tim Clark",7,3.6,"Last15EventsPower",2015
282,282,"Soren Kjeldsen",1,3.6,"Last15EventsPower",2015
282,282,"Ryan Moore",8,3.6,"Last15EventsPower",2015
282,282,"Cameron Tringale",7,3.6,"Last15EventsPower",2015
286,286,"DH Lee",1,3.5,"Last15EventsPower",2015
286,286,"Graeme McDowell",4,3.5,"Last15EventsPower",2015
286,286,"William McGirt",10,3.5,"Last15EventsPower",2015
286,286,"James Morrison",1,3.5,"Last15EventsPower",2015
286,286,"Alexandre Rocha",1,3.5,"Last15EventsPower",2015
286,286,"Charlie Wi",2,3.5,"Last15EventsPower",2015
292,292,"Woody Austin",3,3.4,"Last15EventsPower",2015
292,292,"Thomas Bjorn",4,3.4,"Last15EventsPower",2015
292,292,"John Huh",8,3.4,"Last15EventsPower",2015
295,295,"Steven Alker",5,3.3,"Last15EventsPower",2015
295,295,"Todd Hamilton",1,3.3,"Last15EventsPower",2015
297,297,"Lee McCoy",1,3.2,"Last15EventsPower",2015
297,297,"Andrew Putnam",5,3.2,"Last15EventsPower",2015
297,297,"Gary Stal",2,3.2,"Last15EventsPower",2015
300,300,"DA Points",3,3.1,"Last15EventsPower",2015
301,301,"Ben Crane",6,3,"Last15EventsPower",2015
301,301,"Bryce Molder",12,3,"Last15EventsPower",2015
301,301,"Francesco Molinari",9,3,"Last15EventsPower",2015
304,304,"KJ Choi",9,2.9,"Last15EventsPower",2015
305,305,"Brian Davis",5,2.8,"Last15EventsPower",2015
305,305,"Luke Donald",11,2.8,"Last15EventsPower",2015
305,305,"Dudley Hart",2,2.8,"Last15EventsPower",2015
305,305,"Colt Knost",8,2.8,"Last15EventsPower",2015
305,305,"Scott McCarron",1,2.8,"Last15EventsPower",2015
305,305,"Tim Petrovic",1,2.8,"Last15EventsPower",2015
311,311,"Billy Hurley III",6,2.7,"Last15EventsPower",2015
311,311,"Jerry Kelly",9,2.7,"Last15EventsPower",2015
313,313,"Ben Curtis",2,2.6,"Last15EventsPower",2015
314,314,"Zac Blair",9,2.5,"Last15EventsPower",2015
314,314,"Justin Leonard",5,2.5,"Last15EventsPower",2015
314,314,"Dicky Pride",1,2.5,"Last15EventsPower",2015
314,314,"Heath Slocum",3,2.5,"Last15EventsPower",2015
314,314,"Brendon Todd",9,2.5,"Last15EventsPower",2015
319,319,"Brian Gaffney",1,2.3,"Last15EventsPower",2015
319,319,"Steven Jeffress",1,2.3,"Last15EventsPower",2015
321,321,"Steve Flesch",1,2,"Last15EventsPower",2015
321,321,"Hiroyuki Fujita",1,2,"Last15EventsPower",2015
321,321,"David Toms",6,2,"Last15EventsPower",2015
324,324,"Oliver Wilson",1,1.9,"Last15EventsPower",2015
325,325,"Jon Curran",4,1.8,"Last15EventsPower",2015
326,326,"Ryan Armour",4,1.7,"Last15EventsPower",2015
326,326,"Michael Smith",1,1.7,"Last15EventsPower",2015
328,328,"Glen Day",3,1.6,"Last15EventsPower",2015
329,329,"Scott Verplank",2,1.5,"Last15EventsPower",2015
330,330,"Colin Montgomerie",1,1.1,"Last15EventsPower",2015
330,330,"Tom Watson",1,1.1,"Last15EventsPower",2015
