"Approaches_RANKTHISWEEK_2008","Approaches_RANKLASTWEEK_2008","Approaches_PLAYERNAME_2008","Approaches_ROUNDS_2008","Approaches_AVGRTP_2008","stat_name","year"
1,1,"Pat Perez",93,-0.238,"Approaches",2008
2,2,"Rocco Mediate",87,-0.217,"Approaches",2008
3,3,"Charles Howell III",101,-0.211,"Approaches",2008
4,4,"Gavin Coles",54,-0.167,"Approaches",2008
4,4,"Sergio Garcia",72,-0.167,"Approaches",2008
6,6,"Padraig Harrington",52,-0.13,"Approaches",2008
6,6,"Ian Poulter",51,-0.13,"Approaches",2008
8,8,"Dean Wilson",109,-0.107,"Approaches",2008
9,9,"Ben Curtis",80,-0.1,"Approaches",2008
9,9,"JJ Henry",108,-0.1,"Approaches",2008
11,11,"Steve Marino",119,-0.095,"Approaches",2008
12,12,"Anthony Kim",81,-0.086,"Approaches",2008
13,13,"Shane Bertsch",96,-0.083,"Approaches",2008
14,14,"Steve Stricker",75,-0.074,"Approaches",2008
15,15,"Brian Davis",108,-0.073,"Approaches",2008
16,16,"KJ Choi",74,-0.067,"Approaches",2008
17,17,"Adam Scott",51,-0.063,"Approaches",2008
18,18,"Vijay Singh",82,-0.061,"Approaches",2008
19,19,"Stephen Ames",83,-0.054,"Approaches",2008
19,19,"Daniel Chopra",84,-0.054,"Approaches",2008
21,21,"Ron Whittaker",54,-0.05,"Approaches",2008
22,22,"Carl Pettersson",110,-0.048,"Approaches",2008
23,23,"Phil Mickelson",80,-0.029,"Approaches",2008
24,24,"Briny Baird",113,0,"Approaches",2008
24,24,"Rich Beem",90,0,"Approaches",2008
24,24,"Chris DiMarco",87,0,"Approaches",2008
24,24,"Brian Gay",102,0,"Approaches",2008
24,24,"Zach Johnson",85,0,"Approaches",2008
24,24,"Greg Kraft",63,0,"Approaches",2008
24,24,"Ryan Moore",72,0,"Approaches",2008
24,24,"Kevin Na",97,0,"Approaches",2008
24,24,"Tim Petrovic",97,0,"Approaches",2008
24,24,"Bob Tway",70,0,"Approaches",2008
34,34,"Joe Ogilvie",100,0.021,"Approaches",2008
35,35,"Kenny Perry",97,0.024,"Approaches",2008
35,35,"John Rollins",94,0.024,"Approaches",2008
37,37,"Parker McLachlin",88,0.027,"Approaches",2008
38,38,"Ben Crane",86,0.028,"Approaches",2008
39,39,"Harrison Frazar",73,0.032,"Approaches",2008
40,40,"Justin Bolli",87,0.033,"Approaches",2008
41,41,"Kevin Streelman",114,0.037,"Approaches",2008
42,42,"Travis Perkins",53,0.042,"Approaches",2008
43,43,"Jonathan Byrd",88,0.045,"Approaches",2008
44,44,"Matt Jones",95,0.047,"Approaches",2008
45,45,"Scott Verplank",82,0.048,"Approaches",2008
46,46,"Billy Mayfair",103,0.053,"Approaches",2008
47,47,"Doug LaBelle II",65,0.063,"Approaches",2008
47,47,"Corey Pavin",69,0.063,"Approaches",2008
47,47,"David Toms",70,0.063,"Approaches",2008
50,50,"Charley Hoffman",94,0.065,"Approaches",2008
51,51,"Steve Elkington",84,0.068,"Approaches",2008
52,52,"Glen Day",64,0.069,"Approaches",2008
52,52,"Kenneth Ferrie",72,0.069,"Approaches",2008
54,54,"Justin Leonard",101,0.071,"Approaches",2008
55,55,"Jeff Overton",103,0.073,"Approaches",2008
55,55,"Kevin Sutherland",98,0.073,"Approaches",2008
57,57,"Joe Durant",92,0.074,"Approaches",2008
58,58,"Sean OHair",81,0.075,"Approaches",2008
59,59,"Cameron Beckman",87,0.083,"Approaches",2008
59,59,"JP Hayes",67,0.083,"Approaches",2008
59,59,"Freddie Jacobson",78,0.083,"Approaches",2008
62,62,"Nicholas Thompson",113,0.091,"Approaches",2008
63,63,"Nick OHern",82,0.095,"Approaches",2008
64,64,"Bob Estes",90,0.097,"Approaches",2008
65,65,"Kyle Thompson",70,0.1,"Approaches",2008
66,66,"Nathan Green",95,0.104,"Approaches",2008
66,66,"Kevin Stadler",90,0.104,"Approaches",2008
68,68,"Geoff Ogilvy",65,0.105,"Approaches",2008
69,69,"John Riegger",73,0.107,"Approaches",2008
70,70,"Omar Uresti",74,0.115,"Approaches",2008
71,71,"Jin Park",85,0.121,"Approaches",2008
72,72,"Jason Day",81,0.122,"Approaches",2008
73,73,"Chad Campbell",94,0.125,"Approaches",2008
73,73,"Cody Freeman",66,0.125,"Approaches",2008
73,73,"Bo Van Pelt",101,0.125,"Approaches",2008
76,76,"Brad Adamonis",87,0.128,"Approaches",2008
77,77,"Nick Flanagan",89,0.129,"Approaches",2008
78,78,"Chez Reavie",102,0.132,"Approaches",2008
78,78,"Brett Rumford",72,0.132,"Approaches",2008
80,80,"Billy Andrade",71,0.133,"Approaches",2008
81,81,"Woody Austin",109,0.135,"Approaches",2008
82,82,"Alex Cejka",75,0.138,"Approaches",2008
82,82,"Tim Clark",90,0.138,"Approaches",2008
82,82,"David Lutterus",59,0.138,"Approaches",2008
85,85,"Brett Quigley",80,0.139,"Approaches",2008
86,86,"George McNeill",97,0.14,"Approaches",2008
86,86,"Rod Pampling",83,0.14,"Approaches",2008
88,88,"Stuart Appleby",87,0.143,"Approaches",2008
88,88,"JB Holmes",86,0.143,"Approaches",2008
88,88,"Chris Riley",51,0.143,"Approaches",2008
88,88,"Brandt Snedeker",85,0.143,"Approaches",2008
88,88,"Bob Sowards",61,0.143,"Approaches",2008
88,88,"Mark Wilson",107,0.143,"Approaches",2008
94,94,"Martin Laird",98,0.146,"Approaches",2008
95,95,"Stewart Cink",87,0.147,"Approaches",2008
96,96,"Richard Johnson",77,0.152,"Approaches",2008
97,97,"Mark Calcavecchia",67,0.156,"Approaches",2008
98,98,"Vaughn Taylor",103,0.158,"Approaches",2008
99,99,"Mike Weir",88,0.16,"Approaches",2008
100,100,"Matt Kuchar",88,0.162,"Approaches",2008
101,101,"Jason Allred",63,0.167,"Approaches",2008
101,101,"Mathew Goggin",91,0.167,"Approaches",2008
101,101,"Jason Gore",94,0.167,"Approaches",2008
101,101,"Tim Herron",97,0.167,"Approaches",2008
101,101,"Steve Lowery",74,0.167,"Approaches",2008
101,101,"Bubba Watson",97,0.167,"Approaches",2008
107,107,"James Driscoll",85,0.17,"Approaches",2008
107,107,"Paul Goydos",78,0.17,"Approaches",2008
107,107,"Mathias Gronberg",87,0.17,"Approaches",2008
110,110,"Jay Williamson",96,0.171,"Approaches",2008
111,111,"Aaron Baddeley",76,0.172,"Approaches",2008
111,111,"YE Yang",89,0.172,"Approaches",2008
113,113,"Dustin Johnson",92,0.175,"Approaches",2008
114,114,"Jeff Gove",50,0.182,"Approaches",2008
114,114,"Hunter Mahan",87,0.182,"Approaches",2008
116,116,"Boo Weekley",86,0.185,"Approaches",2008
117,117,"Tom Pernice Jr",104,0.189,"Approaches",2008
118,118,"Michael Letzig",88,0.19,"Approaches",2008
119,119,"Jon Mills",95,0.195,"Approaches",2008
120,120,"Michael Allen",91,0.2,"Approaches",2008
120,120,"Todd Demsey",80,0.2,"Approaches",2008
120,120,"Ernie Els",51,0.2,"Approaches",2008
120,120,"John Huston",56,0.2,"Approaches",2008
120,120,"Cliff Kresge",84,0.2,"Approaches",2008
120,120,"Ted Purdy",68,0.2,"Approaches",2008
126,126,"John Senden",93,0.206,"Approaches",2008
127,127,"Steve Flesch",95,0.209,"Approaches",2008
128,128,"Rory Sabbatini",77,0.211,"Approaches",2008
129,129,"Brad Elder",67,0.214,"Approaches",2008
129,129,"Tag Ridings",88,0.214,"Approaches",2008
131,131,"Frank Lickliter II",107,0.216,"Approaches",2008
131,131,"John Mallinger",95,0.216,"Approaches",2008
133,133,"Kent Jones",68,0.217,"Approaches",2008
133,133,"Scott Sterling",89,0.217,"Approaches",2008
135,135,"Lee Janzen",89,0.222,"Approaches",2008
135,135,"Brenden Pappas",66,0.222,"Approaches",2008
137,137,"Jerry Kelly",89,0.226,"Approaches",2008
138,138,"Charlie Wi",97,0.231,"Approaches",2008
139,139,"Jimmy Walker",73,0.233,"Approaches",2008
140,140,"Tim Wilkinson",95,0.234,"Approaches",2008
141,141,"Bill Haas",99,0.239,"Approaches",2008
142,142,"Chad Collins",72,0.241,"Approaches",2008
142,142,"Troy Matteson",94,0.241,"Approaches",2008
144,144,"Fred Couples",60,0.242,"Approaches",2008
145,145,"Ken Duke",116,0.25,"Approaches",2008
145,145,"Todd Hamilton",92,0.25,"Approaches",2008
145,145,"Mark Hensby",71,0.25,"Approaches",2008
149,149,"Steve Allan",58,0.258,"Approaches",2008
150,150,"Robert Allenby",108,0.259,"Approaches",2008
151,151,"Ryan Palmer",69,0.261,"Approaches",2008
151,151,"Jeff Quinney",87,0.261,"Approaches",2008
151,151,"Camilo Villegas",79,0.261,"Approaches",2008
154,154,"John Merrick",98,0.265,"Approaches",2008
155,155,"Trevor Immelman",70,0.273,"Approaches",2008
156,156,"Stephen Leaney",53,0.278,"Approaches",2008
157,157,"Jim Furyk",95,0.28,"Approaches",2008
158,158,"Ryuji Imada",80,0.281,"Approaches",2008
159,159,"Jim McGovern",75,0.286,"Approaches",2008
160,160,"Eric Axley",113,0.288,"Approaches",2008
161,161,"Jesper Parnevik",88,0.297,"Approaches",2008
162,162,"Heath Slocum",104,0.3,"Approaches",2008
163,163,"David Duval",51,0.304,"Approaches",2008
163,163,"Carlos Franco",73,0.304,"Approaches",2008
163,163,"Craig Kanada",65,0.304,"Approaches",2008
166,166,"Angel Cabrera",55,0.308,"Approaches",2008
166,166,"Alejandro Canizares",52,0.308,"Approaches",2008
168,168,"Tom Lehman",51,0.313,"Approaches",2008
168,168,"Jeff Maggert",86,0.313,"Approaches",2008
170,170,"Marco Dawson",64,0.318,"Approaches",2008
171,171,"Will Ma Kenzie",62,0.32,"Approaches",2008
172,172,"Lucas Glover",91,0.324,"Approaches",2008
173,173,"Paul Claxton",63,0.333,"Approaches",2008
173,173,"Tommy Gainey",60,0.333,"Approaches",2008
173,173,"Brandt Jobe",52,0.333,"Approaches",2008
173,173,"Marc Turnesa",87,0.333,"Approaches",2008
173,173,"Charles Warren",79,0.333,"Approaches",2008
178,178,"Scott McCarron",63,0.348,"Approaches",2008
179,179,"DJ Trahan",94,0.353,"Approaches",2008
180,180,"Dudley Hart",74,0.364,"Approaches",2008
180,180,"Andres Romero",69,0.364,"Approaches",2008
180,180,"Chris Stroud",81,0.364,"Approaches",2008
183,183,"Nick Watney",96,0.37,"Approaches",2008
184,184,"Robert Garrigus",90,0.373,"Approaches",2008
185,185,"Davis Love III",78,0.375,"Approaches",2008
186,186,"Robert Gamez",79,0.379,"Approaches",2008
186,186,"Shigeki Maruyama",50,0.379,"Approaches",2008
188,188,"Johnson Wagner",83,0.385,"Approaches",2008
189,189,"Tommy Armour III",77,0.406,"Approaches",2008
190,190,"Tom Scherrer",56,0.417,"Approaches",2008
190,190,"Patrick Sheehan",124,0.417,"Approaches",2008
192,192,"Peter Lonard",92,0.44,"Approaches",2008
193,193,"Paul Casey",55,0.5,"Approaches",2008
194,194,"Bart Bryant",81,0.571,"Approaches",2008
195,195,"Olin Browne",77,0.583,"Approaches",2008
196,196,"Ryan Armour",87,0.595,"Approaches",2008
197,197,"Retief Goosen",59,0.727,"Approaches",2008
