"ApexHeight_RANKTHISWEEK_2010","ApexHeight_RANKLASTWEEK_2010","ApexHeight_PLAYERNAME_2010","ApexHeight_ROUNDS_2010","ApexHeight_AVG_2010","ApexHeight_TOTALAPEXHEIGHT_2010","ApexHeight_TOTALATTEMPTS_2010","ApexHeight_HIGHESTAPEXPOINT_2010","ApexHeight_LOWESTAPEXPOINT_2010","stat_name","year"
1,1,"JB Holmes",100,NA,NA,67,NA,NA,"ApexHeight",2010
2,2,"Phil Mickelson",76,NA,NA,44,NA,NA,"ApexHeight",2010
3,3,"John Daly",63,NA,NA,28,NA,NA,"ApexHeight",2010
4,4,"Davis Love III",79,NA,NA,59,NA,NA,"ApexHeight",2010
5,5,"Ted Purdy",86,NA,NA,58,NA,NA,"ApexHeight",2010
6,6,"Marc Leishman",87,NA,NA,68,NA,NA,"ApexHeight",2010
7,7,"Derek Lamely",81,NA,NA,56,NA,NA,"ApexHeight",2010
8,8,"Paul Stankowski",62,NA,NA,37,NA,NA,"ApexHeight",2010
9,9,"Ryan Palmer",84,NA,NA,69,NA,NA,"ApexHeight",2010
10,10,"Charles Warren",64,NA,NA,40,NA,NA,"ApexHeight",2010
11,11,"Graham DeLaet",88,NA,NA,47,NA,NA,"ApexHeight",2010
12,12,"Jonathan Byrd",85,NA,NA,69,NA,NA,"ApexHeight",2010
13,13,"Padraig Harrington",57,NA,NA,47,NA,NA,"ApexHeight",2010
14,14,"Garth Mulroy",53,NA,NA,36,NA,NA,"ApexHeight",2010
15,15,"Dustin Johnson",83,NA,NA,59,NA,NA,"ApexHeight",2010
16,16,"Rickie Fowler",98,NA,NA,81,NA,NA,"ApexHeight",2010
17,17,"Andres Romero",73,NA,NA,61,NA,NA,"ApexHeight",2010
18,18,"Troy Matteson",84,NA,NA,69,NA,NA,"ApexHeight",2010
19,19,"Vijay Singh",75,NA,NA,59,NA,NA,"ApexHeight",2010
20,20,"Chris Couch",66,NA,NA,41,NA,NA,"ApexHeight",2010
21,21,"Scott Piercy",88,NA,NA,59,NA,NA,"ApexHeight",2010
22,22,"Mark Calcavecchia",50,NA,NA,38,NA,NA,"ApexHeight",2010
23,23,"Ben Crane",85,NA,NA,69,NA,NA,"ApexHeight",2010
24,24,"Rory McIlroy",54,NA,NA,40,NA,NA,"ApexHeight",2010
24,24,"Brenden Pappas",66,NA,NA,40,NA,NA,"ApexHeight",2010
26,26,"Jimmy Walker",82,NA,NA,55,NA,NA,"ApexHeight",2010
27,27,"Kevin Sutherland",86,NA,NA,71,NA,NA,"ApexHeight",2010
28,28,"Steve Marino",81,NA,NA,67,NA,NA,"ApexHeight",2010
29,29,"Retief Goosen",75,NA,NA,48,NA,NA,"ApexHeight",2010
30,30,"Mark Wilson",87,NA,NA,68,NA,NA,"ApexHeight",2010
31,31,"Aaron Baddeley",94,NA,NA,77,NA,NA,"ApexHeight",2010
32,32,"Geoff Ogilvy",62,NA,NA,55,NA,NA,"ApexHeight",2010
33,33,"Joe Ogilvie",99,NA,NA,77,NA,NA,"ApexHeight",2010
33,33,"Kevin Stadler",86,NA,NA,60,NA,NA,"ApexHeight",2010
35,35,"Paul Casey",64,NA,NA,34,NA,NA,"ApexHeight",2010
36,36,"Roger Tambellini",77,NA,NA,54,NA,NA,"ApexHeight",2010
37,37,"Roland Thatcher",72,NA,NA,58,NA,NA,"ApexHeight",2010
38,38,"John Merrick",109,NA,NA,82,NA,NA,"ApexHeight",2010
39,39,"Alex Prugh",88,NA,NA,66,NA,NA,"ApexHeight",2010
40,40,"Alex Cejka",81,NA,NA,58,NA,NA,"ApexHeight",2010
41,41,"Robert Garrigus",71,NA,NA,40,NA,NA,"ApexHeight",2010
42,42,"Cameron Percy",73,NA,NA,49,NA,NA,"ApexHeight",2010
42,42,"Josh Teater",101,NA,NA,76,NA,NA,"ApexHeight",2010
44,44,"Luke Donald",71,NA,NA,57,NA,NA,"ApexHeight",2010
45,45,"Brett Quigley",96,NA,NA,72,NA,NA,"ApexHeight",2010
46,46,"Rory Sabbatini",79,NA,NA,52,NA,NA,"ApexHeight",2010
47,47,"Stewart Cink",84,NA,NA,66,NA,NA,"ApexHeight",2010
47,47,"Brandt Snedeker",89,NA,NA,78,NA,NA,"ApexHeight",2010
49,49,"Nicholas Thompson",88,NA,NA,66,NA,NA,"ApexHeight",2010
50,50,"Woody Austin",93,NA,NA,66,NA,NA,"ApexHeight",2010
51,51,"Daniel Chopra",74,NA,NA,57,NA,NA,"ApexHeight",2010
51,51,"Jeff Overton",89,NA,NA,64,NA,NA,"ApexHeight",2010
53,53,"Cameron Tringale",55,NA,NA,38,NA,NA,"ApexHeight",2010
54,54,"Charley Hoffman",85,NA,NA,72,NA,NA,"ApexHeight",2010
55,55,"Bill Lunde",79,NA,NA,57,NA,NA,"ApexHeight",2010
55,55,"George McNeill",79,NA,NA,56,NA,NA,"ApexHeight",2010
57,57,"Billy Mayfair",78,NA,NA,53,NA,NA,"ApexHeight",2010
58,58,"Matt Jones",89,NA,NA,73,NA,NA,"ApexHeight",2010
58,58,"John Rollins",81,NA,NA,71,NA,NA,"ApexHeight",2010
60,60,"Mathew Goggin",85,NA,NA,53,NA,NA,"ApexHeight",2010
60,60,"Vaughn Taylor",87,NA,NA,69,NA,NA,"ApexHeight",2010
62,62,"Stuart Appleby",101,NA,NA,85,NA,NA,"ApexHeight",2010
62,62,"Justin Rose",78,NA,NA,64,NA,NA,"ApexHeight",2010
64,64,"Bubba Watson",77,NA,NA,60,NA,NA,"ApexHeight",2010
65,65,"Will Ma Kenzie",72,NA,NA,58,NA,NA,"ApexHeight",2010
66,66,"Sergio Garcia",58,NA,NA,34,NA,NA,"ApexHeight",2010
66,66,"Michael Sim",64,NA,NA,48,NA,NA,"ApexHeight",2010
68,68,"Jeff Gove",57,NA,NA,35,NA,NA,"ApexHeight",2010
69,69,"Rich Barcelo",70,NA,NA,46,NA,NA,"ApexHeight",2010
69,69,"Chris DiMarco",88,NA,NA,59,NA,NA,"ApexHeight",2010
71,71,"Aron Price",70,NA,NA,48,NA,NA,"ApexHeight",2010
72,72,"Bo Van Pelt",104,NA,NA,78,NA,NA,"ApexHeight",2010
73,73,"DJ Trahan",92,NA,NA,79,NA,NA,"ApexHeight",2010
74,74,"Robert Allenby",76,NA,NA,57,NA,NA,"ApexHeight",2010
74,74,"Brian Davis",101,NA,NA,74,NA,NA,"ApexHeight",2010
74,74,"Steve Stricker",73,NA,NA,63,NA,NA,"ApexHeight",2010
77,77,"Tim Herron",79,NA,NA,58,NA,NA,"ApexHeight",2010
78,78,"Mathias Gronberg",61,NA,NA,37,NA,NA,"ApexHeight",2010
79,79,"Andrew McLardy",52,NA,NA,30,NA,NA,"ApexHeight",2010
80,80,"Heath Slocum",97,NA,NA,78,NA,NA,"ApexHeight",2010
81,81,"Jason Day",82,NA,NA,62,NA,NA,"ApexHeight",2010
82,82,"Sean OHair",84,NA,NA,64,NA,NA,"ApexHeight",2010
82,82,"Jerod Turner",54,NA,NA,36,NA,NA,"ApexHeight",2010
84,84,"Chris Wilson",65,NA,NA,44,NA,NA,"ApexHeight",2010
85,85,"Angel Cabrera",64,NA,NA,53,NA,NA,"ApexHeight",2010
86,86,"Ernie Els",72,NA,NA,57,NA,NA,"ApexHeight",2010
87,87,"David Toms",86,NA,NA,67,NA,NA,"ApexHeight",2010
88,88,"David Duval",71,NA,NA,39,NA,NA,"ApexHeight",2010
88,88,"Pat Perez",90,NA,NA,71,NA,NA,"ApexHeight",2010
90,90,"Ryuji Imada",90,NA,NA,80,NA,NA,"ApexHeight",2010
91,91,"Brian Stuard",81,NA,NA,66,NA,NA,"ApexHeight",2010
92,92,"JJ Henry",92,NA,NA,68,NA,NA,"ApexHeight",2010
93,93,"Ben Curtis",78,NA,NA,67,NA,NA,"ApexHeight",2010
94,94,"Ian Poulter",55,NA,NA,36,NA,NA,"ApexHeight",2010
94,94,"Adam Scott",70,NA,NA,58,NA,NA,"ApexHeight",2010
96,96,"Kevin Streelman",90,NA,NA,70,NA,NA,"ApexHeight",2010
97,97,"Lee Janzen",77,NA,NA,57,NA,NA,"ApexHeight",2010
98,98,"Zach Johnson",93,NA,NA,77,NA,NA,"ApexHeight",2010
99,99,"Michael Connell",89,NA,NA,69,NA,NA,"ApexHeight",2010
100,100,"Tom Pernice Jr",74,NA,NA,44,NA,NA,"ApexHeight",2010
101,101,"John Mallinger",78,NA,NA,49,NA,NA,"ApexHeight",2010
101,101,"Chris Stroud",90,NA,NA,59,NA,NA,"ApexHeight",2010
103,103,"Hunter Mahan",85,NA,NA,74,NA,NA,"ApexHeight",2010
104,104,"Jason Bohn",84,NA,NA,77,NA,NA,"ApexHeight",2010
105,105,"Steve Lowery",67,NA,NA,44,NA,NA,"ApexHeight",2010
106,106,"Greg Kraft",52,NA,NA,33,NA,NA,"ApexHeight",2010
106,106,"Carl Pettersson",99,NA,NA,87,NA,NA,"ApexHeight",2010
108,108,"Rocco Mediate",71,NA,NA,55,NA,NA,"ApexHeight",2010
109,109,"Webb Simpson",98,NA,NA,85,NA,NA,"ApexHeight",2010
110,110,"Martin Flores",75,NA,NA,54,NA,NA,"ApexHeight",2010
111,111,"Blake Adams",84,NA,NA,66,NA,NA,"ApexHeight",2010
111,111,"Troy Merritt",86,NA,NA,65,NA,NA,"ApexHeight",2010
113,113,"Michael Letzig",84,NA,NA,68,NA,NA,"ApexHeight",2010
114,114,"Kenny Perry",69,NA,NA,59,NA,NA,"ApexHeight",2010
115,115,"Scott McCarron",90,NA,NA,71,NA,NA,"ApexHeight",2010
116,116,"Jarrod Lyle",54,NA,NA,40,NA,NA,"ApexHeight",2010
117,117,"Cameron Beckman",68,NA,NA,54,NA,NA,"ApexHeight",2010
117,117,"DA Points",90,NA,NA,70,NA,NA,"ApexHeight",2010
119,119,"Brett Wetterich",54,NA,NA,37,NA,NA,"ApexHeight",2010
120,120,"Greg Owen",69,NA,NA,59,NA,NA,"ApexHeight",2010
121,121,"Kris Blanks",91,NA,NA,66,NA,NA,"ApexHeight",2010
121,121,"JP Hayes",79,NA,NA,64,NA,NA,"ApexHeight",2010
123,123,"Jerry Kelly",99,NA,NA,73,NA,NA,"ApexHeight",2010
124,124,"Martin Laird",91,NA,NA,73,NA,NA,"ApexHeight",2010
125,125,"Matt Bettencourt",91,NA,NA,51,NA,NA,"ApexHeight",2010
125,125,"David Lutterus",69,NA,NA,42,NA,NA,"ApexHeight",2010
127,127,"Boo Weekley",88,NA,NA,70,NA,NA,"ApexHeight",2010
128,128,"Henrik Bjornstad",72,NA,NA,49,NA,NA,"ApexHeight",2010
128,128,"Craig Bowden",56,NA,NA,37,NA,NA,"ApexHeight",2010
130,130,"John Senden",103,NA,NA,81,NA,NA,"ApexHeight",2010
131,131,"Bill Haas",87,NA,NA,73,NA,NA,"ApexHeight",2010
131,131,"Spencer Levin",110,NA,NA,82,NA,NA,"ApexHeight",2010
133,133,"Brendon de Jonge",114,NA,NA,89,NA,NA,"ApexHeight",2010
133,133,"Kevin Johnson",62,NA,NA,41,NA,NA,"ApexHeight",2010
135,135,"Steve Elkington",74,NA,NA,51,NA,NA,"ApexHeight",2010
136,136,"Matt Every",60,NA,NA,41,NA,NA,"ApexHeight",2010
137,137,"Justin Bolli",55,NA,NA,37,NA,NA,"ApexHeight",2010
138,138,"Camilo Villegas",78,NA,NA,51,NA,NA,"ApexHeight",2010
139,139,"Bryce Molder",84,NA,NA,69,NA,NA,"ApexHeight",2010
140,140,"Garrett Willis",82,NA,NA,64,NA,NA,"ApexHeight",2010
141,141,"Chris Tidland",77,NA,NA,59,NA,NA,"ApexHeight",2010
141,141,"Dean Wilson",54,NA,NA,34,NA,NA,"ApexHeight",2010
143,143,"James Nitties",92,NA,NA,54,NA,NA,"ApexHeight",2010
144,144,"Jeff Maggert",76,NA,NA,59,NA,NA,"ApexHeight",2010
145,145,"Matt Kuchar",97,NA,NA,75,NA,NA,"ApexHeight",2010
146,146,"Cliff Kresge",50,NA,NA,33,NA,NA,"ApexHeight",2010
147,147,"Briny Baird",87,NA,NA,66,NA,NA,"ApexHeight",2010
147,147,"James Driscoll",78,NA,NA,61,NA,NA,"ApexHeight",2010
149,149,"Chad Campbell",95,NA,NA,69,NA,NA,"ApexHeight",2010
149,149,"Steve Wheatcroft",74,NA,NA,45,NA,NA,"ApexHeight",2010
151,151,"Charlie Wi",95,NA,NA,75,NA,NA,"ApexHeight",2010
152,152,"Vance Veazey",58,NA,NA,40,NA,NA,"ApexHeight",2010
153,153,"KJ Choi",82,NA,NA,60,NA,NA,"ApexHeight",2010
153,153,"Tim Clark",88,NA,NA,64,NA,NA,"ApexHeight",2010
153,153,"Richard Johnson",90,NA,NA,55,NA,NA,"ApexHeight",2010
156,156,"Skip Kendall",58,NA,NA,38,NA,NA,"ApexHeight",2010
157,157,"Jason Dufner",87,NA,NA,63,NA,NA,"ApexHeight",2010
157,157,"Joe Durant",67,NA,NA,44,NA,NA,"ApexHeight",2010
157,157,"Omar Uresti",74,NA,NA,53,NA,NA,"ApexHeight",2010
160,160,"Nick Watney",91,NA,NA,70,NA,NA,"ApexHeight",2010
161,161,"Ryan Moore",80,NA,NA,61,NA,NA,"ApexHeight",2010
162,162,"Chad Collins",87,NA,NA,74,NA,NA,"ApexHeight",2010
163,163,"Jeev Milkha Singh",59,NA,NA,34,NA,NA,"ApexHeight",2010
163,163,"Jay Williamson",76,NA,NA,53,NA,NA,"ApexHeight",2010
165,165,"Steve Flesch",78,NA,NA,52,NA,NA,"ApexHeight",2010
166,166,"Michael Bradley",77,NA,NA,45,NA,NA,"ApexHeight",2010
167,167,"YE Yang",72,NA,NA,49,NA,NA,"ApexHeight",2010
168,168,"Brian Gay",101,NA,NA,85,NA,NA,"ApexHeight",2010
168,168,"Rod Pampling",77,NA,NA,60,NA,NA,"ApexHeight",2010
170,170,"Paul Goydos",78,NA,NA,65,NA,NA,"ApexHeight",2010
171,171,"Tim Petrovic",105,NA,NA,79,NA,NA,"ApexHeight",2010
172,172,"Jim Furyk",76,NA,NA,68,NA,NA,"ApexHeight",2010
173,173,"Greg Chalmers",93,NA,NA,85,NA,NA,"ApexHeight",2010
173,173,"Scott Verplank",74,NA,NA,59,NA,NA,"ApexHeight",2010
175,175,"Justin Leonard",89,NA,NA,73,NA,NA,"ApexHeight",2010
176,176,"Lucas Glover",75,NA,NA,56,NA,NA,"ApexHeight",2010
177,177,"Stephen Ames",75,NA,NA,55,NA,NA,"ApexHeight",2010
178,178,"Ricky Barnes",103,NA,NA,76,NA,NA,"ApexHeight",2010
179,179,"Johnson Wagner",85,NA,NA,68,NA,NA,"ApexHeight",2010
180,180,"Charles Howell III",103,NA,NA,86,NA,NA,"ApexHeight",2010
181,181,"Nathan Green",86,NA,NA,64,NA,NA,"ApexHeight",2010
182,182,"Brent Delahoussaye",57,NA,NA,36,NA,NA,"ApexHeight",2010
183,183,"Freddie Jacobson",83,NA,NA,73,NA,NA,"ApexHeight",2010
184,184,"Chris Riley",73,NA,NA,56,NA,NA,"ApexHeight",2010
185,185,"Jeff Quinney",91,NA,NA,64,NA,NA,"ApexHeight",2010
186,186,"Bob Estes",79,NA,NA,64,NA,NA,"ApexHeight",2010
187,187,"Kevin Na",94,NA,NA,72,NA,NA,"ApexHeight",2010
188,188,"Brad Faxon",58,NA,NA,45,NA,NA,"ApexHeight",2010
189,189,"Tom Gillis",97,NA,NA,84,NA,NA,"ApexHeight",2010
190,190,"Shaun Micheel",70,NA,NA,46,NA,NA,"ApexHeight",2010
191,191,"Trevor Immelman",55,NA,NA,39,NA,NA,"ApexHeight",2010
192,192,"Mike Weir",59,NA,NA,39,NA,NA,"ApexHeight",2010
