"PuttsmadeDistance_RANKTHISWEEK_2008","PuttsmadeDistance_RANKLASTWEEK_2008","PuttsmadeDistance_PLAYERNAME_2008","PuttsmadeDistance_EVENTS_2008","PuttsmadeDistance_DISTANCEININCHES_2008","stat_name","year"
1,1,"Ben Crane",25,56,"PuttsmadeDistance",2008
2,2,"Corey Pavin",20,55,"PuttsmadeDistance",2008
2,2,"Jeff Quinney",28,55,"PuttsmadeDistance",2008
4,4,"Richard Johnson",29,54,"PuttsmadeDistance",2008
4,4,"Ryan Palmer",22,54,"PuttsmadeDistance",2008
4,4,"Jesper Parnevik",29,54,"PuttsmadeDistance",2008
4,4,"Pat Perez",27,54,"PuttsmadeDistance",2008
4,4,"Rory Sabbatini",23,54,"PuttsmadeDistance",2008
4,4,"Marc Turnesa",29,54,"PuttsmadeDistance",2008
10,10,"Woody Austin",30,53,"PuttsmadeDistance",2008
10,10,"Chad Campbell",28,53,"PuttsmadeDistance",2008
10,10,"KJ Choi",21,53,"PuttsmadeDistance",2008
10,10,"Daniel Chopra",27,53,"PuttsmadeDistance",2008
10,10,"Stewart Cink",23,53,"PuttsmadeDistance",2008
10,10,"Nathan Green",30,53,"PuttsmadeDistance",2008
10,10,"Mathias Gronberg",30,53,"PuttsmadeDistance",2008
10,10,"Dudley Hart",22,53,"PuttsmadeDistance",2008
10,10,"Mark Hensby",26,53,"PuttsmadeDistance",2008
10,10,"Craig Kanada",23,53,"PuttsmadeDistance",2008
10,10,"Steve Lowery",25,53,"PuttsmadeDistance",2008
10,10,"Hunter Mahan",27,53,"PuttsmadeDistance",2008
10,10,"Steve Marino",32,53,"PuttsmadeDistance",2008
10,10,"Scott McCarron",22,53,"PuttsmadeDistance",2008
10,10,"Tim Petrovic",32,53,"PuttsmadeDistance",2008
10,10,"Andres Romero",20,53,"PuttsmadeDistance",2008
10,10,"Bob Tway",20,53,"PuttsmadeDistance",2008
10,10,"Mark Wilson",29,53,"PuttsmadeDistance",2008
29,29,"Eric Axley",35,52,"PuttsmadeDistance",2008
29,29,"Chad Collins",24,52,"PuttsmadeDistance",2008
29,29,"Steve Elkington",25,52,"PuttsmadeDistance",2008
29,29,"Kenneth Ferrie",25,52,"PuttsmadeDistance",2008
29,29,"Nick Flanagan",29,52,"PuttsmadeDistance",2008
29,29,"Ryuji Imada",25,52,"PuttsmadeDistance",2008
29,29,"Greg Kraft",21,52,"PuttsmadeDistance",2008
29,29,"Justin Leonard",25,52,"PuttsmadeDistance",2008
29,29,"Jeff Overton",32,52,"PuttsmadeDistance",2008
29,29,"Brenden Pappas",24,52,"PuttsmadeDistance",2008
29,29,"Camilo Villegas",22,52,"PuttsmadeDistance",2008
29,29,"Johnson Wagner",26,52,"PuttsmadeDistance",2008
29,29,"Dean Wilson",32,52,"PuttsmadeDistance",2008
42,42,"Steve Allan",21,51,"PuttsmadeDistance",2008
42,42,"Ryan Armour",32,51,"PuttsmadeDistance",2008
42,42,"Aaron Baddeley",22,51,"PuttsmadeDistance",2008
42,42,"Jonathan Byrd",27,51,"PuttsmadeDistance",2008
42,42,"Tim Clark",27,51,"PuttsmadeDistance",2008
42,42,"James Driscoll",28,51,"PuttsmadeDistance",2008
42,42,"Ken Duke",33,51,"PuttsmadeDistance",2008
42,42,"Steve Flesch",29,51,"PuttsmadeDistance",2008
42,42,"Tommy Gainey",24,51,"PuttsmadeDistance",2008
42,42,"Jason Gore",33,51,"PuttsmadeDistance",2008
42,42,"Todd Hamilton",28,51,"PuttsmadeDistance",2008
42,42,"JP Hayes",26,51,"PuttsmadeDistance",2008
42,42,"Tim Herron",28,51,"PuttsmadeDistance",2008
42,42,"Freddie Jacobson",24,51,"PuttsmadeDistance",2008
42,42,"Anthony Kim",22,51,"PuttsmadeDistance",2008
42,42,"Matt Kuchar",27,51,"PuttsmadeDistance",2008
42,42,"Doug LaBelle II",22,51,"PuttsmadeDistance",2008
42,42,"John Mallinger",29,51,"PuttsmadeDistance",2008
42,42,"Parker McLachlin",27,51,"PuttsmadeDistance",2008
42,42,"Ryan Moore",24,51,"PuttsmadeDistance",2008
42,42,"Kevin Na",29,51,"PuttsmadeDistance",2008
42,42,"Joe Ogilvie",29,51,"PuttsmadeDistance",2008
42,42,"Carl Pettersson",29,51,"PuttsmadeDistance",2008
42,42,"Patrick Sheehan",35,51,"PuttsmadeDistance",2008
42,42,"Steve Stricker",22,51,"PuttsmadeDistance",2008
42,42,"Kevin Sutherland",26,51,"PuttsmadeDistance",2008
68,68,"Stephen Ames",24,50,"PuttsmadeDistance",2008
68,68,"Stuart Appleby",23,50,"PuttsmadeDistance",2008
68,68,"Shane Bertsch",29,50,"PuttsmadeDistance",2008
68,68,"Mark Calcavecchia",25,50,"PuttsmadeDistance",2008
68,68,"Paul Casey",16,50,"PuttsmadeDistance",2008
68,68,"Brian Davis",34,50,"PuttsmadeDistance",2008
68,68,"Brad Elder",23,50,"PuttsmadeDistance",2008
68,68,"Carlos Franco",25,50,"PuttsmadeDistance",2008
68,68,"Cody Freeman",26,50,"PuttsmadeDistance",2008
68,68,"Robert Garrigus",29,50,"PuttsmadeDistance",2008
68,68,"Brian Gay",31,50,"PuttsmadeDistance",2008
68,68,"Paul Goydos",25,50,"PuttsmadeDistance",2008
68,68,"JB Holmes",26,50,"PuttsmadeDistance",2008
68,68,"John Huston",18,50,"PuttsmadeDistance",2008
68,68,"Kent Jones",23,50,"PuttsmadeDistance",2008
68,68,"Matt Jones",31,50,"PuttsmadeDistance",2008
68,68,"Jerry Kelly",31,50,"PuttsmadeDistance",2008
68,68,"Cliff Kresge",28,50,"PuttsmadeDistance",2008
68,68,"Martin Laird",29,50,"PuttsmadeDistance",2008
68,68,"Stephen Leaney",17,50,"PuttsmadeDistance",2008
68,68,"Peter Lonard",30,50,"PuttsmadeDistance",2008
68,68,"Jeff Maggert",28,50,"PuttsmadeDistance",2008
68,68,"Phil Mickelson",21,50,"PuttsmadeDistance",2008
68,68,"Geoff Ogilvy",20,50,"PuttsmadeDistance",2008
68,68,"Tom Pernice Jr",30,50,"PuttsmadeDistance",2008
68,68,"Kenny Perry",26,50,"PuttsmadeDistance",2008
68,68,"Bob Sowards",22,50,"PuttsmadeDistance",2008
68,68,"Bo Van Pelt",32,50,"PuttsmadeDistance",2008
68,68,"Jimmy Walker",24,50,"PuttsmadeDistance",2008
68,68,"Nick Watney",27,50,"PuttsmadeDistance",2008
68,68,"Ron Whittaker",22,50,"PuttsmadeDistance",2008
68,68,"Charlie Wi",27,50,"PuttsmadeDistance",2008
100,100,"Robert Allenby",28,49,"PuttsmadeDistance",2008
100,100,"Billy Andrade",24,49,"PuttsmadeDistance",2008
100,100,"Tommy Armour III",25,49,"PuttsmadeDistance",2008
100,100,"Cameron Beckman",29,49,"PuttsmadeDistance",2008
100,100,"Alejandro Canizares",16,49,"PuttsmadeDistance",2008
100,100,"Gavin Coles",16,49,"PuttsmadeDistance",2008
100,100,"Glen Day",19,49,"PuttsmadeDistance",2008
100,100,"Jason Day",28,49,"PuttsmadeDistance",2008
100,100,"Chris DiMarco",29,49,"PuttsmadeDistance",2008
100,100,"Bill Haas",31,49,"PuttsmadeDistance",2008
100,100,"Michael Letzig",29,49,"PuttsmadeDistance",2008
100,100,"Frank Lickliter II",32,49,"PuttsmadeDistance",2008
100,100,"George McNeill",29,49,"PuttsmadeDistance",2008
100,100,"Sean OHair",25,49,"PuttsmadeDistance",2008
100,100,"Nick OHern",26,49,"PuttsmadeDistance",2008
100,100,"Ian Poulter",15,49,"PuttsmadeDistance",2008
100,100,"Brett Quigley",25,49,"PuttsmadeDistance",2008
100,100,"Chez Reavie",30,49,"PuttsmadeDistance",2008
100,100,"Adam Scott",15,49,"PuttsmadeDistance",2008
100,100,"Brandt Snedeker",26,49,"PuttsmadeDistance",2008
100,100,"Kevin Streelman",32,49,"PuttsmadeDistance",2008
100,100,"Vaughn Taylor",32,49,"PuttsmadeDistance",2008
100,100,"Kyle Thompson",26,49,"PuttsmadeDistance",2008
100,100,"Nicholas Thompson",36,49,"PuttsmadeDistance",2008
100,100,"David Toms",20,49,"PuttsmadeDistance",2008
100,100,"Boo Weekley",24,49,"PuttsmadeDistance",2008
100,100,"Tim Wilkinson",29,49,"PuttsmadeDistance",2008
127,127,"Michael Allen",28,48,"PuttsmadeDistance",2008
127,127,"Rich Beem",29,48,"PuttsmadeDistance",2008
127,127,"Bart Bryant",23,48,"PuttsmadeDistance",2008
127,127,"Alex Cejka",25,48,"PuttsmadeDistance",2008
127,127,"Ben Curtis",22,48,"PuttsmadeDistance",2008
127,127,"Marco Dawson",21,48,"PuttsmadeDistance",2008
127,127,"David Duval",20,48,"PuttsmadeDistance",2008
127,127,"Bob Estes",28,48,"PuttsmadeDistance",2008
127,127,"Jim Furyk",26,48,"PuttsmadeDistance",2008
127,127,"Robert Gamez",26,48,"PuttsmadeDistance",2008
127,127,"Sergio Garcia",19,48,"PuttsmadeDistance",2008
127,127,"Lucas Glover",26,48,"PuttsmadeDistance",2008
127,127,"Mathew Goggin",27,48,"PuttsmadeDistance",2008
127,127,"Retief Goosen",18,48,"PuttsmadeDistance",2008
127,127,"Lee Janzen",28,48,"PuttsmadeDistance",2008
127,127,"Zach Johnson",25,48,"PuttsmadeDistance",2008
127,127,"Davis Love III",23,48,"PuttsmadeDistance",2008
127,127,"Shigeki Maruyama",18,48,"PuttsmadeDistance",2008
127,127,"Billy Mayfair",29,48,"PuttsmadeDistance",2008
127,127,"Jon Mills",32,48,"PuttsmadeDistance",2008
127,127,"Rod Pampling",28,48,"PuttsmadeDistance",2008
127,127,"Jin Park",30,48,"PuttsmadeDistance",2008
127,127,"Tag Ridings",29,48,"PuttsmadeDistance",2008
127,127,"John Riegger",24,48,"PuttsmadeDistance",2008
127,127,"Chris Riley",17,48,"PuttsmadeDistance",2008
127,127,"John Rollins",28,48,"PuttsmadeDistance",2008
127,127,"John Senden",28,48,"PuttsmadeDistance",2008
127,127,"Kevin Stadler",30,48,"PuttsmadeDistance",2008
127,127,"Mike Weir",26,48,"PuttsmadeDistance",2008
156,156,"Jason Allred",23,47,"PuttsmadeDistance",2008
156,156,"Briny Baird",30,47,"PuttsmadeDistance",2008
156,156,"Paul Claxton",23,47,"PuttsmadeDistance",2008
156,156,"Fred Couples",18,47,"PuttsmadeDistance",2008
156,156,"Todd Demsey",25,47,"PuttsmadeDistance",2008
156,156,"Joe Durant",28,47,"PuttsmadeDistance",2008
156,156,"Padraig Harrington",15,47,"PuttsmadeDistance",2008
156,156,"Charley Hoffman",29,47,"PuttsmadeDistance",2008
156,156,"Brandt Jobe",19,47,"PuttsmadeDistance",2008
156,156,"Tom Lehman",17,47,"PuttsmadeDistance",2008
156,156,"Will Ma Kenzie",21,47,"PuttsmadeDistance",2008
156,156,"Troy Matteson",30,47,"PuttsmadeDistance",2008
156,156,"Rocco Mediate",27,47,"PuttsmadeDistance",2008
156,156,"Travis Perkins",23,47,"PuttsmadeDistance",2008
156,156,"Tom Scherrer",20,47,"PuttsmadeDistance",2008
156,156,"Chris Stroud",29,47,"PuttsmadeDistance",2008
156,156,"Jay Williamson",33,47,"PuttsmadeDistance",2008
156,156,"YE Yang",29,47,"PuttsmadeDistance",2008
174,174,"Justin Bolli",28,46,"PuttsmadeDistance",2008
174,174,"Olin Browne",27,46,"PuttsmadeDistance",2008
174,174,"JJ Henry",34,46,"PuttsmadeDistance",2008
174,174,"Charles Howell III",31,46,"PuttsmadeDistance",2008
174,174,"Dustin Johnson",30,46,"PuttsmadeDistance",2008
174,174,"David Lutterus",23,46,"PuttsmadeDistance",2008
174,174,"Jim McGovern",26,46,"PuttsmadeDistance",2008
174,174,"John Merrick",28,46,"PuttsmadeDistance",2008
174,174,"Vijay Singh",23,46,"PuttsmadeDistance",2008
174,174,"Heath Slocum",29,46,"PuttsmadeDistance",2008
174,174,"Scott Sterling",28,46,"PuttsmadeDistance",2008
174,174,"DJ Trahan",27,46,"PuttsmadeDistance",2008
174,174,"Omar Uresti",24,46,"PuttsmadeDistance",2008
174,174,"Scott Verplank",24,46,"PuttsmadeDistance",2008
188,188,"Brad Adamonis",29,45,"PuttsmadeDistance",2008
188,188,"Angel Cabrera",17,45,"PuttsmadeDistance",2008
188,188,"Ernie Els",16,45,"PuttsmadeDistance",2008
188,188,"Jeff Gove",18,45,"PuttsmadeDistance",2008
188,188,"Ted Purdy",25,45,"PuttsmadeDistance",2008
188,188,"Brett Rumford",26,45,"PuttsmadeDistance",2008
188,188,"Bubba Watson",29,45,"PuttsmadeDistance",2008
195,195,"Harrison Frazar",23,44,"PuttsmadeDistance",2008
196,196,"Trevor Immelman",22,43,"PuttsmadeDistance",2008
196,196,"Charles Warren",29,43,"PuttsmadeDistance",2008
