"TenthTeeEarlyScoringAverage_RANKTHISWEEK_2013","TenthTeeEarlyScoringAverage_RANKLASTWEEK_2013","TenthTeeEarlyScoringAverage_PLAYERNAME_2013","TenthTeeEarlyScoringAverage_ROUNDS_2013","TenthTeeEarlyScoringAverage_AVG_2013","TenthTeeEarlyScoringAverage_TOTALSTROKES_2013","TenthTeeEarlyScoringAverage_TOTAL10THTEEEARLYRDS_2013","stat_name","year"
1,1,"Steve Stricker",51,67.14,470,7,"TenthTeeEarlyScoringAverage",2013
2,2,"Freddie Jacobson",63,68.5,274,4,"TenthTeeEarlyScoringAverage",2013
2,2,"Webb Simpson",92,68.5,1233,18,"TenthTeeEarlyScoringAverage",2013
4,4,"Keegan Bradley",88,68.63,1647,24,"TenthTeeEarlyScoringAverage",2013
4,4,"Charl Schwartzel",69,68.63,549,8,"TenthTeeEarlyScoringAverage",2013
6,6,"Justin Rose",62,68.83,826,12,"TenthTeeEarlyScoringAverage",2013
7,7,"Brendon de Jonge",110,68.95,1517,22,"TenthTeeEarlyScoringAverage",2013
8,8,"Chris Stroud",88,69,1242,18,"TenthTeeEarlyScoringAverage",2013
9,9,"Martin Kaymer",61,69.1,691,10,"TenthTeeEarlyScoringAverage",2013
9,9,"Chris Kirk",89,69.1,691,10,"TenthTeeEarlyScoringAverage",2013
11,11,"Hunter Mahan",91,69.14,968,14,"TenthTeeEarlyScoringAverage",2013
12,12,"Roberto Castro",97,69.15,899,13,"TenthTeeEarlyScoringAverage",2013
13,13,"Matt Kuchar",93,69.19,1453,21,"TenthTeeEarlyScoringAverage",2013
14,14,"Chez Reavie",72,69.21,969,14,"TenthTeeEarlyScoringAverage",2013
15,15,"Brian Gay",79,69.29,970,14,"TenthTeeEarlyScoringAverage",2013
16,16,"Tiger Woods",61,69.31,901,13,"TenthTeeEarlyScoringAverage",2013
17,17,"Graeme McDowell",53,69.36,763,11,"TenthTeeEarlyScoringAverage",2013
18,18,"Jim Furyk",80,69.4,1041,15,"TenthTeeEarlyScoringAverage",2013
19,19,"Kevin Streelman",86,69.44,1111,16,"TenthTeeEarlyScoringAverage",2013
20,20,"Jason Dufner",78,69.5,834,12,"TenthTeeEarlyScoringAverage",2013
20,20,"Justin Leonard",86,69.5,1390,20,"TenthTeeEarlyScoringAverage",2013
22,22,"Ryan Palmer",79,69.53,1043,15,"TenthTeeEarlyScoringAverage",2013
23,23,"Angel Cabrera",73,69.54,904,13,"TenthTeeEarlyScoringAverage",2013
23,23,"Adam Scott",61,69.54,904,13,"TenthTeeEarlyScoringAverage",2013
25,25,"Kevin Stadler",83,69.55,765,11,"TenthTeeEarlyScoringAverage",2013
26,26,"Matt Jones",83,69.56,1113,16,"TenthTeeEarlyScoringAverage",2013
27,27,"Phil Mickelson",78,69.62,1462,21,"TenthTeeEarlyScoringAverage",2013
28,28,"Kevin Chappell",80,69.64,975,14,"TenthTeeEarlyScoringAverage",2013
29,29,"Bob Estes",66,69.69,1115,16,"TenthTeeEarlyScoringAverage",2013
29,29,"Bill Haas",85,69.69,906,13,"TenthTeeEarlyScoringAverage",2013
31,31,"Bryce Molder",82,69.73,1046,15,"TenthTeeEarlyScoringAverage",2013
32,32,"Billy Horschel",96,69.74,1604,23,"TenthTeeEarlyScoringAverage",2013
33,33,"Luke Donald",60,69.75,837,12,"TenthTeeEarlyScoringAverage",2013
33,33,"Russell Henley",80,69.75,837,12,"TenthTeeEarlyScoringAverage",2013
35,35,"Charley Hoffman",84,69.76,1186,17,"TenthTeeEarlyScoringAverage",2013
36,36,"Jason Day",86,69.8,1047,15,"TenthTeeEarlyScoringAverage",2013
37,37,"Brendan Steele",86,69.81,1117,16,"TenthTeeEarlyScoringAverage",2013
38,38,"Henrik Stenson",65,69.88,559,8,"TenthTeeEarlyScoringAverage",2013
38,38,"Boo Weekley",100,69.88,1118,16,"TenthTeeEarlyScoringAverage",2013
40,40,"David Toms",49,69.89,629,9,"TenthTeeEarlyScoringAverage",2013
41,41,"Geoff Ogilvy",57,69.9,699,10,"TenthTeeEarlyScoringAverage",2013
42,42,"William McGirt",75,69.91,769,11,"TenthTeeEarlyScoringAverage",2013
43,43,"Pat Perez",69,69.93,979,14,"TenthTeeEarlyScoringAverage",2013
44,44,"Graham DeLaet",94,69.94,1119,16,"TenthTeeEarlyScoringAverage",2013
44,44,"George McNeill",68,69.94,1259,18,"TenthTeeEarlyScoringAverage",2013
46,46,"Rickie Fowler",75,70,1400,20,"TenthTeeEarlyScoringAverage",2013
46,46,"Charles Howell III",87,70,980,14,"TenthTeeEarlyScoringAverage",2013
46,46,"Carl Pettersson",82,70,560,8,"TenthTeeEarlyScoringAverage",2013
46,46,"Brandt Snedeker",79,70,1050,15,"TenthTeeEarlyScoringAverage",2013
46,46,"Vaughn Taylor",50,70,560,8,"TenthTeeEarlyScoringAverage",2013
46,46,"Nicholas Thompson",99,70,1330,19,"TenthTeeEarlyScoringAverage",2013
46,46,"Lee Williams",62,70,1190,17,"TenthTeeEarlyScoringAverage",2013
53,53,"Lee Westwood",70,70.08,841,12,"TenthTeeEarlyScoringAverage",2013
54,54,"Justin Hicks",79,70.11,1262,18,"TenthTeeEarlyScoringAverage",2013
55,55,"Nick Watney",88,70.13,1052,15,"TenthTeeEarlyScoringAverage",2013
56,56,"Jerry Kelly",75,70.17,842,12,"TenthTeeEarlyScoringAverage",2013
57,57,"Bud Cauley",67,70.21,983,14,"TenthTeeEarlyScoringAverage",2013
58,58,"Morgan Hoffmann",64,70.22,632,9,"TenthTeeEarlyScoringAverage",2013
59,59,"Tag Ridings",69,70.23,913,13,"TenthTeeEarlyScoringAverage",2013
60,60,"Rod Pampling",46,70.3,703,10,"TenthTeeEarlyScoringAverage",2013
61,61,"Steve LeBrun",66,70.31,914,13,"TenthTeeEarlyScoringAverage",2013
61,61,"Rory Sabbatini",86,70.31,914,13,"TenthTeeEarlyScoringAverage",2013
63,63,"Luke Guthrie",82,70.33,1266,18,"TenthTeeEarlyScoringAverage",2013
63,63,"Ian Poulter",59,70.33,633,9,"TenthTeeEarlyScoringAverage",2013
63,63,"Josh Teater",86,70.33,1055,15,"TenthTeeEarlyScoringAverage",2013
66,66,"Camilo Villegas",79,70.35,1407,20,"TenthTeeEarlyScoringAverage",2013
67,67,"Sangmoon Bae",83,70.36,1548,22,"TenthTeeEarlyScoringAverage",2013
67,67,"Harris English",95,70.36,1548,22,"TenthTeeEarlyScoringAverage",2013
67,67,"Scott Stallings",79,70.36,774,11,"TenthTeeEarlyScoringAverage",2013
70,70,"Robert Garrigus",69,70.38,915,13,"TenthTeeEarlyScoringAverage",2013
70,70,"John Merrick",79,70.38,563,8,"TenthTeeEarlyScoringAverage",2013
72,72,"Eric Meierdierks",48,70.4,704,10,"TenthTeeEarlyScoringAverage",2013
72,72,"Henrik Norlander",70,70.4,1056,15,"TenthTeeEarlyScoringAverage",2013
72,72,"Bo Van Pelt",72,70.4,1056,15,"TenthTeeEarlyScoringAverage",2013
75,75,"JJ Henry",83,70.44,1127,16,"TenthTeeEarlyScoringAverage",2013
76,76,"Zach Johnson",84,70.45,775,11,"TenthTeeEarlyScoringAverage",2013
77,77,"Richard Lee",81,70.47,1057,15,"TenthTeeEarlyScoringAverage",2013
78,78,"Michael Bradley",56,70.5,705,10,"TenthTeeEarlyScoringAverage",2013
78,78,"Sergio Garcia",65,70.5,564,8,"TenthTeeEarlyScoringAverage",2013
78,78,"Ryo Ishikawa",72,70.5,987,14,"TenthTeeEarlyScoringAverage",2013
78,78,"Jimmy Walker",84,70.5,846,12,"TenthTeeEarlyScoringAverage",2013
82,82,"Jason Kokrak",78,70.53,1199,17,"TenthTeeEarlyScoringAverage",2013
83,83,"John Huh",88,70.57,988,14,"TenthTeeEarlyScoringAverage",2013
83,83,"Jordan Spieth",82,70.57,988,14,"TenthTeeEarlyScoringAverage",2013
83,83,"Bubba Watson",76,70.57,988,14,"TenthTeeEarlyScoringAverage",2013
86,86,"Mike Weir",60,70.62,918,13,"TenthTeeEarlyScoringAverage",2013
87,87,"Patrick Reed",83,70.65,1201,17,"TenthTeeEarlyScoringAverage",2013
88,88,"Cameron Percy",68,70.67,636,9,"TenthTeeEarlyScoringAverage",2013
88,88,"Charlie Wi",75,70.67,1484,21,"TenthTeeEarlyScoringAverage",2013
88,88,"Casey Wittenberg",72,70.67,848,12,"TenthTeeEarlyScoringAverage",2013
88,88,"Gary Woodland",94,70.67,1272,18,"TenthTeeEarlyScoringAverage",2013
92,92,"Ken Duke",87,70.69,919,13,"TenthTeeEarlyScoringAverage",2013
93,93,"Shawn Stefani",63,70.7,707,10,"TenthTeeEarlyScoringAverage",2013
94,94,"Erik Compton",74,70.71,1202,17,"TenthTeeEarlyScoringAverage",2013
95,95,"James Driscoll",76,70.76,1203,17,"TenthTeeEarlyScoringAverage",2013
96,96,"Jim Herman",59,70.78,637,9,"TenthTeeEarlyScoringAverage",2013
97,97,"Brad Fritsch",81,70.79,1345,19,"TenthTeeEarlyScoringAverage",2013
97,97,"David Lingmerth",68,70.79,991,14,"TenthTeeEarlyScoringAverage",2013
99,99,"Chad Campbell",78,70.8,1062,15,"TenthTeeEarlyScoringAverage",2013
99,99,"Tim Clark",64,70.8,708,10,"TenthTeeEarlyScoringAverage",2013
101,101,"Martin Flores",83,70.81,1133,16,"TenthTeeEarlyScoringAverage",2013
102,102,"DH Lee",65,70.82,779,11,"TenthTeeEarlyScoringAverage",2013
103,103,"KJ Choi",85,70.87,1063,15,"TenthTeeEarlyScoringAverage",2013
103,103,"Dustin Johnson",71,70.87,1063,15,"TenthTeeEarlyScoringAverage",2013
105,105,"Jeff Overton",78,70.89,1276,18,"TenthTeeEarlyScoringAverage",2013
106,106,"David Hearn",88,70.94,1277,18,"TenthTeeEarlyScoringAverage",2013
107,107,"Jeff Maggert",63,71,1065,15,"TenthTeeEarlyScoringAverage",2013
107,107,"John Rollins",77,71,1136,16,"TenthTeeEarlyScoringAverage",2013
109,109,"Stuart Appleby",88,71.03,2131,30,"TenthTeeEarlyScoringAverage",2013
110,110,"Tommy Gainey",84,71.05,1421,20,"TenthTeeEarlyScoringAverage",2013
110,110,"Brian Harman",89,71.05,1421,20,"TenthTeeEarlyScoringAverage",2013
112,112,"Matt Every",89,71.08,1706,24,"TenthTeeEarlyScoringAverage",2013
112,112,"DJ Trahan",48,71.08,853,12,"TenthTeeEarlyScoringAverage",2013
114,114,"Scott Gardiner",61,71.13,569,8,"TenthTeeEarlyScoringAverage",2013
115,115,"Dicky Pride",71,71.14,996,14,"TenthTeeEarlyScoringAverage",2013
116,116,"Stewart Cink",71,71.15,925,13,"TenthTeeEarlyScoringAverage",2013
117,117,"David Lynn",70,71.17,854,12,"TenthTeeEarlyScoringAverage",2013
118,118,"Will Claxton",67,71.19,1139,16,"TenthTeeEarlyScoringAverage",2013
119,119,"Jason Bohn",70,71.23,926,13,"TenthTeeEarlyScoringAverage",2013
119,119,"Colt Knost",69,71.23,926,13,"TenthTeeEarlyScoringAverage",2013
119,119,"Vijay Singh",61,71.23,926,13,"TenthTeeEarlyScoringAverage",2013
122,122,"Steven Bowditch",67,71.24,1211,17,"TenthTeeEarlyScoringAverage",2013
123,123,"Ernie Els",63,71.25,1140,16,"TenthTeeEarlyScoringAverage",2013
123,123,"Mark Wilson",56,71.25,855,12,"TenthTeeEarlyScoringAverage",2013
125,125,"Brian Davis",91,71.29,1212,17,"TenthTeeEarlyScoringAverage",2013
125,125,"Daniel Summerhays",83,71.29,1212,17,"TenthTeeEarlyScoringAverage",2013
125,125,"Cameron Tringale",80,71.29,1212,17,"TenthTeeEarlyScoringAverage",2013
128,128,"Martin Laird",68,71.3,713,10,"TenthTeeEarlyScoringAverage",2013
129,129,"Brian Stuard",78,71.32,1569,22,"TenthTeeEarlyScoringAverage",2013
130,130,"Ben Kohles",75,71.33,1070,15,"TenthTeeEarlyScoringAverage",2013
130,130,"Marc Leishman",77,71.33,856,12,"TenthTeeEarlyScoringAverage",2013
132,132,"Greg Chalmers",77,71.35,1213,17,"TenthTeeEarlyScoringAverage",2013
132,132,"Doug LaBelle II",72,71.35,1213,17,"TenthTeeEarlyScoringAverage",2013
134,134,"James Hahn",78,71.4,1071,15,"TenthTeeEarlyScoringAverage",2013
134,134,"Robert Karlsson",56,71.4,714,10,"TenthTeeEarlyScoringAverage",2013
134,134,"Scott Piercy",78,71.4,714,10,"TenthTeeEarlyScoringAverage",2013
137,137,"Peter Hanson",45,71.43,500,7,"TenthTeeEarlyScoringAverage",2013
138,138,"Padraig Harrington",52,71.44,643,9,"TenthTeeEarlyScoringAverage",2013
139,139,"Nicolas Colsaerts",50,71.45,786,11,"TenthTeeEarlyScoringAverage",2013
139,139,"John Senden",79,71.45,786,11,"TenthTeeEarlyScoringAverage",2013
139,139,"Robert Streb",75,71.45,786,11,"TenthTeeEarlyScoringAverage",2013
142,142,"DA Points",87,71.46,929,13,"TenthTeeEarlyScoringAverage",2013
143,143,"Ben Crane",62,71.5,572,8,"TenthTeeEarlyScoringAverage",2013
143,143,"Rory McIlroy",56,71.5,715,10,"TenthTeeEarlyScoringAverage",2013
145,145,"Tom Gillis",69,71.55,1431,20,"TenthTeeEarlyScoringAverage",2013
146,146,"Scott Brown",65,71.6,358,5,"TenthTeeEarlyScoringAverage",2013
146,146,"Ben Curtis",59,71.6,716,10,"TenthTeeEarlyScoringAverage",2013
146,146,"Ted Potter Jr",65,71.6,716,10,"TenthTeeEarlyScoringAverage",2013
149,149,"Sean OHair",56,71.62,931,13,"TenthTeeEarlyScoringAverage",2013
150,150,"Scott Langley",79,71.64,1003,14,"TenthTeeEarlyScoringAverage",2013
151,151,"Tim Herron",45,71.67,645,9,"TenthTeeEarlyScoringAverage",2013
152,152,"Seung Yul Noh",71,71.69,1147,16,"TenthTeeEarlyScoringAverage",2013
153,153,"Andres Romero",63,71.73,1076,15,"TenthTeeEarlyScoringAverage",2013
153,153,"Andrew Svoboda",46,71.73,789,11,"TenthTeeEarlyScoringAverage",2013
155,155,"Fabian Gomez",65,71.76,1220,17,"TenthTeeEarlyScoringAverage",2013
155,155,"Luke List",65,71.76,1220,17,"TenthTeeEarlyScoringAverage",2013
157,157,"Ricky Barnes",74,71.78,1292,18,"TenthTeeEarlyScoringAverage",2013
158,158,"Derek Ernst",58,71.85,934,13,"TenthTeeEarlyScoringAverage",2013
158,158,"Bobby Gates",49,71.85,934,13,"TenthTeeEarlyScoringAverage",2013
160,160,"Aaron Baddeley",68,71.91,791,11,"TenthTeeEarlyScoringAverage",2013
160,160,"Troy Matteson",68,71.91,791,11,"TenthTeeEarlyScoringAverage",2013
162,162,"Brandt Jobe",62,71.94,1151,16,"TenthTeeEarlyScoringAverage",2013
163,163,"Charlie Beljan",62,72,720,10,"TenthTeeEarlyScoringAverage",2013
164,164,"Lucas Glover",65,72.07,1009,14,"TenthTeeEarlyScoringAverage",2013
164,164,"Kyle Stanley",71,72.07,1009,14,"TenthTeeEarlyScoringAverage",2013
166,166,"Aaron Watkins",46,72.08,937,13,"TenthTeeEarlyScoringAverage",2013
167,167,"Michael Thompson",66,72.2,722,10,"TenthTeeEarlyScoringAverage",2013
168,168,"Jonas Blixt",76,72.22,1300,18,"TenthTeeEarlyScoringAverage",2013
169,169,"Trevor Immelman",73,72.25,578,8,"TenthTeeEarlyScoringAverage",2013
170,170,"YE Yang",56,72.27,795,11,"TenthTeeEarlyScoringAverage",2013
171,171,"Jin Park",52,72.5,725,10,"TenthTeeEarlyScoringAverage",2013
172,172,"David Mathis",71,72.72,1309,18,"TenthTeeEarlyScoringAverage",2013
173,173,"Darron Stiles",51,72.75,582,8,"TenthTeeEarlyScoringAverage",2013
174,174,"Stephen Ames",49,72.88,583,8,"TenthTeeEarlyScoringAverage",2013
175,175,"Greg Owen",73,72.93,1021,14,"TenthTeeEarlyScoringAverage",2013
176,176,"Alistair Presnell",59,73.17,878,12,"TenthTeeEarlyScoringAverage",2013
177,177,"Ryan Moore",72,73.5,588,8,"TenthTeeEarlyScoringAverage",2013
178,178,"Justin Bolli",59,73.54,956,13,"TenthTeeEarlyScoringAverage",2013
179,179,"Robert Allenby",58,73.58,883,12,"TenthTeeEarlyScoringAverage",2013
180,180,"Johnson Wagner",64,73.6,736,10,"TenthTeeEarlyScoringAverage",2013
