"OnePuttPercentageRound2_RANKTHISWEEK_2009","OnePuttPercentageRound2_RANKLASTWEEK_2009","OnePuttPercentageRound2_PLAYERNAME_2009","OnePuttPercentageRound2__2009","OnePuttPercentageRound2_Pct_2009","OnePuttPercentageRound2_OF1PUTTS_2009","OnePuttPercentageRound2_OFHOLES_2009","stat_name","year"
1,1,"Webb Simpson",NA,45.56,246,540,"OnePuttPercentageRound2",2009
2,2,"Retief Goosen",NA,45.32,155,342,"OnePuttPercentageRound2",2009
3,3,"Tim Clark",NA,44.97,170,378,"OnePuttPercentageRound2",2009
4,4,"Brad Faxon",NA,44.93,186,414,"OnePuttPercentageRound2",2009
5,5,"Ryuji Imada",NA,44.67,201,450,"OnePuttPercentageRound2",2009
6,6,"Parker McLachlin",NA,44.44,200,450,"OnePuttPercentageRound2",2009
7,7,"Padraig Harrington",NA,44.15,151,342,"OnePuttPercentageRound2",2009
8,8,"Bob Estes",NA,43.94,174,396,"OnePuttPercentageRound2",2009
9,9,"Luke Donald",NA,43.89,158,360,"OnePuttPercentageRound2",2009
10,10,"Tom Pernice Jr",NA,43.8,205,468,"OnePuttPercentageRound2",2009
11,11,"Ernie Els",NA,43.21,140,324,"OnePuttPercentageRound2",2009
12,12,"Daniel Chopra",NA,42.09,197,468,"OnePuttPercentageRound2",2009
13,13,"Tiger Woods",NA,42.01,121,288,"OnePuttPercentageRound2",2009
14,14,"Jeff Overton",NA,41.88,196,468,"OnePuttPercentageRound2",2009
15,15,"Steve Flesch",NA,41.67,180,432,"OnePuttPercentageRound2",2009
15,15,"Matt Kuchar",NA,41.67,180,432,"OnePuttPercentageRound2",2009
17,17,"Jason Dufner",NA,41.45,194,468,"OnePuttPercentageRound2",2009
18,18,"Jim Furyk",NA,41.41,164,396,"OnePuttPercentageRound2",2009
19,19,"Ryan Palmer",NA,41.24,193,468,"OnePuttPercentageRound2",2009
20,20,"Chris Riley",NA,41.16,163,396,"OnePuttPercentageRound2",2009
21,21,"Andres Romero",NA,41.05,133,324,"OnePuttPercentageRound2",2009
22,22,"Lucas Glover",NA,41.03,192,468,"OnePuttPercentageRound2",2009
23,23,"Fred Couples",NA,40.97,118,288,"OnePuttPercentageRound2",2009
24,24,"Matt Bettencourt",NA,40.93,221,540,"OnePuttPercentageRound2",2009
25,25,"Eric Axley",NA,40.87,206,504,"OnePuttPercentageRound2",2009
25,25,"Mark Wilson",NA,40.87,206,504,"OnePuttPercentageRound2",2009
27,27,"Mike Weir",NA,40.82,169,414,"OnePuttPercentageRound2",2009
28,28,"Pat Perez",NA,40.74,154,378,"OnePuttPercentageRound2",2009
28,28,"Steve Stricker",NA,40.74,154,378,"OnePuttPercentageRound2",2009
30,30,"Zach Johnson",NA,40.67,183,450,"OnePuttPercentageRound2",2009
31,31,"Stephen Ames",NA,40.66,161,396,"OnePuttPercentageRound2",2009
32,32,"Aaron Baddeley",NA,40.56,146,360,"OnePuttPercentageRound2",2009
32,32,"Nathan Green",NA,40.56,219,540,"OnePuttPercentageRound2",2009
34,34,"Scott Piercy",NA,40.38,189,468,"OnePuttPercentageRound2",2009
35,35,"Kenny Perry",NA,40.34,167,414,"OnePuttPercentageRound2",2009
36,36,"David Mathis",NA,40.33,196,486,"OnePuttPercentageRound2",2009
36,36,"Ryan Moore",NA,40.33,196,486,"OnePuttPercentageRound2",2009
38,38,"Angel Cabrera",NA,40.28,116,288,"OnePuttPercentageRound2",2009
38,38,"Joe Ogilvie",NA,40.28,203,504,"OnePuttPercentageRound2",2009
40,40,"Bryce Molder",NA,40.21,152,378,"OnePuttPercentageRound2",2009
41,41,"Ben Curtis",NA,40.2,123,306,"OnePuttPercentageRound2",2009
42,42,"John Mallinger",NA,40.12,195,486,"OnePuttPercentageRound2",2009
43,43,"Geoff Ogilvy",NA,40.06,137,342,"OnePuttPercentageRound2",2009
44,44,"Hunter Mahan",NA,40.05,173,432,"OnePuttPercentageRound2",2009
45,45,"Anthony Kim",NA,39.95,151,378,"OnePuttPercentageRound2",2009
46,46,"Charlie Wi",NA,39.88,201,504,"OnePuttPercentageRound2",2009
47,47,"Woody Austin",NA,39.81,172,432,"OnePuttPercentageRound2",2009
48,48,"Tim Petrovic",NA,39.78,222,558,"OnePuttPercentageRound2",2009
49,49,"Carl Pettersson",NA,39.71,193,486,"OnePuttPercentageRound2",2009
50,50,"Chad Campbell",NA,39.56,178,450,"OnePuttPercentageRound2",2009
50,50,"Freddie Jacobson",NA,39.56,178,450,"OnePuttPercentageRound2",2009
52,52,"Davis Love III",NA,39.33,177,450,"OnePuttPercentageRound2",2009
53,53,"Brandt Snedeker",NA,39.32,184,468,"OnePuttPercentageRound2",2009
53,53,"Kevin Sutherland",NA,39.32,184,468,"OnePuttPercentageRound2",2009
55,55,"Charley Hoffman",NA,39.3,191,486,"OnePuttPercentageRound2",2009
56,56,"Phil Mickelson",NA,39.22,120,306,"OnePuttPercentageRound2",2009
57,57,"Brad Adamonis",NA,39.12,169,432,"OnePuttPercentageRound2",2009
57,57,"JB Holmes",NA,39.12,169,432,"OnePuttPercentageRound2",2009
59,59,"Jerry Kelly",NA,39.11,176,450,"OnePuttPercentageRound2",2009
60,60,"Steve Lowery",NA,39.1,183,468,"OnePuttPercentageRound2",2009
61,61,"James Nitties",NA,39.09,190,486,"OnePuttPercentageRound2",2009
62,62,"Ben Crane",NA,38.89,182,468,"OnePuttPercentageRound2",2009
62,62,"Brian Davis",NA,38.89,210,540,"OnePuttPercentageRound2",2009
62,62,"Harrison Frazar",NA,38.89,196,504,"OnePuttPercentageRound2",2009
62,62,"David Toms",NA,38.89,189,486,"OnePuttPercentageRound2",2009
62,62,"Matt Weibring",NA,38.89,154,396,"OnePuttPercentageRound2",2009
67,67,"Greg Chalmers",NA,38.68,181,468,"OnePuttPercentageRound2",2009
67,67,"Tim Herron",NA,38.68,188,486,"OnePuttPercentageRound2",2009
69,69,"Richard Johnson",NA,38.67,174,450,"OnePuttPercentageRound2",2009
69,69,"Justin Leonard",NA,38.67,174,450,"OnePuttPercentageRound2",2009
71,71,"Mark Calcavecchia",NA,38.65,160,414,"OnePuttPercentageRound2",2009
72,72,"Rod Pampling",NA,38.64,153,396,"OnePuttPercentageRound2",2009
73,73,"Robert Allenby",NA,38.61,139,360,"OnePuttPercentageRound2",2009
74,74,"Aron Price",NA,38.46,180,468,"OnePuttPercentageRound2",2009
75,75,"Nick OHern",NA,38.27,186,486,"OnePuttPercentageRound2",2009
76,76,"George McNeill",NA,38.25,179,468,"OnePuttPercentageRound2",2009
76,76,"Dean Wilson",NA,38.25,179,468,"OnePuttPercentageRound2",2009
78,78,"Jason Day",NA,38.24,117,306,"OnePuttPercentageRound2",2009
79,79,"Ian Poulter",NA,38.19,110,288,"OnePuttPercentageRound2",2009
80,80,"Jimmy Walker",NA,38.16,158,414,"OnePuttPercentageRound2",2009
81,81,"Bo Van Pelt",NA,38.15,206,540,"OnePuttPercentageRound2",2009
82,82,"Bill Haas",NA,38.12,199,522,"OnePuttPercentageRound2",2009
83,83,"Cameron Beckman",NA,38.03,178,468,"OnePuttPercentageRound2",2009
83,83,"Bill Lunde",NA,38.03,178,468,"OnePuttPercentageRound2",2009
85,85,"Brian Bateman",NA,37.92,157,414,"OnePuttPercentageRound2",2009
85,85,"Jason Gore",NA,37.92,157,414,"OnePuttPercentageRound2",2009
87,87,"Derek Fathauer",NA,37.73,163,432,"OnePuttPercentageRound2",2009
87,87,"Rory Sabbatini",NA,37.73,163,432,"OnePuttPercentageRound2",2009
87,87,"Scott Verplank",NA,37.73,163,432,"OnePuttPercentageRound2",2009
90,90,"YE Yang",NA,37.68,156,414,"OnePuttPercentageRound2",2009
91,91,"Jeff Klauk",NA,37.5,189,504,"OnePuttPercentageRound2",2009
91,91,"Will Ma Kenzie",NA,37.5,162,432,"OnePuttPercentageRound2",2009
91,91,"Kevin Na",NA,37.5,162,432,"OnePuttPercentageRound2",2009
91,91,"Vaughn Taylor",NA,37.5,189,504,"OnePuttPercentageRound2",2009
91,91,"Kirk Triplett",NA,37.5,135,360,"OnePuttPercentageRound2",2009
96,96,"Bubba Watson",NA,37.44,155,414,"OnePuttPercentageRound2",2009
97,97,"Marc Leishman",NA,37.3,188,504,"OnePuttPercentageRound2",2009
97,97,"Justin Rose",NA,37.3,141,378,"OnePuttPercentageRound2",2009
99,99,"Nick Watney",NA,37.27,161,432,"OnePuttPercentageRound2",2009
100,100,"Michael Letzig",NA,37.18,174,468,"OnePuttPercentageRound2",2009
101,101,"Brendon de Jonge",NA,37.16,194,522,"OnePuttPercentageRound2",2009
102,102,"Paul Goydos",NA,37.11,167,450,"OnePuttPercentageRound2",2009
102,102,"Jeff Quinney",NA,37.11,167,450,"OnePuttPercentageRound2",2009
104,104,"Stuart Appleby",NA,37.04,160,432,"OnePuttPercentageRound2",2009
104,104,"Alex Cejka",NA,37.04,160,432,"OnePuttPercentageRound2",2009
106,106,"Marc Turnesa",NA,36.97,193,522,"OnePuttPercentageRound2",2009
107,107,"Leif Olson",NA,36.94,133,360,"OnePuttPercentageRound2",2009
108,108,"Jason Bohn",NA,36.89,166,450,"OnePuttPercentageRound2",2009
108,108,"Peter Tomasulo",NA,36.89,166,450,"OnePuttPercentageRound2",2009
110,110,"Cliff Kresge",NA,36.83,179,486,"OnePuttPercentageRound2",2009
111,111,"Mark Brooks",NA,36.81,106,288,"OnePuttPercentageRound2",2009
112,112,"Todd Hamilton",NA,36.78,192,522,"OnePuttPercentageRound2",2009
113,113,"KJ Choi",NA,36.77,139,378,"OnePuttPercentageRound2",2009
114,114,"Jeff Maggert",NA,36.75,172,468,"OnePuttPercentageRound2",2009
115,115,"Dustin Johnson",NA,36.71,152,414,"OnePuttPercentageRound2",2009
116,116,"Ted Purdy",NA,36.67,198,540,"OnePuttPercentageRound2",2009
117,117,"Bart Bryant",NA,36.6,112,306,"OnePuttPercentageRound2",2009
118,118,"Brian Gay",NA,36.54,171,468,"OnePuttPercentageRound2",2009
118,118,"Scott McCarron",NA,36.54,171,468,"OnePuttPercentageRound2",2009
120,120,"Sean OHair",NA,36.51,138,378,"OnePuttPercentageRound2",2009
121,121,"John Rollins",NA,36.42,177,486,"OnePuttPercentageRound2",2009
122,122,"Steve Marino",NA,36.4,190,522,"OnePuttPercentageRound2",2009
123,123,"Troy Matteson",NA,36.3,196,540,"OnePuttPercentageRound2",2009
124,124,"David Duval",NA,36.24,137,378,"OnePuttPercentageRound2",2009
125,125,"Corey Pavin",NA,36.23,150,414,"OnePuttPercentageRound2",2009
126,126,"Chris DiMarco",NA,36.02,188,522,"OnePuttPercentageRound2",2009
127,127,"Stewart Cink",NA,35.98,136,378,"OnePuttPercentageRound2",2009
128,128,"Johnson Wagner",NA,35.9,168,468,"OnePuttPercentageRound2",2009
129,129,"Brian Vranesh",NA,35.83,129,360,"OnePuttPercentageRound2",2009
130,130,"Billy Mayfair",NA,35.71,180,504,"OnePuttPercentageRound2",2009
131,131,"Camilo Villegas",NA,35.67,122,342,"OnePuttPercentageRound2",2009
132,132,"Nicholas Thompson",NA,35.66,199,558,"OnePuttPercentageRound2",2009
133,133,"John Senden",NA,35.63,186,522,"OnePuttPercentageRound2",2009
134,134,"Chez Reavie",NA,35.6,173,486,"OnePuttPercentageRound2",2009
134,134,"Chris Stroud",NA,35.6,173,486,"OnePuttPercentageRound2",2009
136,136,"DA Points",NA,35.44,185,522,"OnePuttPercentageRound2",2009
136,136,"Kevin Streelman",NA,35.44,185,522,"OnePuttPercentageRound2",2009
138,138,"Brendon Todd",NA,35.19,133,378,"OnePuttPercentageRound2",2009
139,139,"Bob Heintz",NA,35,126,360,"OnePuttPercentageRound2",2009
139,139,"Kevin Stadler",NA,35,126,360,"OnePuttPercentageRound2",2009
141,141,"Tommy Armour III",NA,34.97,107,306,"OnePuttPercentageRound2",2009
142,142,"Gary Woodland",NA,34.88,113,324,"OnePuttPercentageRound2",2009
143,143,"Ken Duke",NA,34.87,182,522,"OnePuttPercentageRound2",2009
144,144,"Rocco Mediate",NA,34.85,138,396,"OnePuttPercentageRound2",2009
145,145,"Sergio Garcia",NA,34.72,100,288,"OnePuttPercentageRound2",2009
145,145,"JJ Henry",NA,34.72,175,504,"OnePuttPercentageRound2",2009
147,147,"Greg Kraft",NA,34.66,131,378,"OnePuttPercentageRound2",2009
148,148,"Michael Allen",NA,34.6,137,396,"OnePuttPercentageRound2",2009
149,149,"Robert Garrigus",NA,34.49,149,432,"OnePuttPercentageRound2",2009
150,150,"Rich Beem",NA,34.44,155,450,"OnePuttPercentageRound2",2009
150,150,"Peter Lonard",NA,34.44,186,540,"OnePuttPercentageRound2",2009
150,150,"DJ Trahan",NA,34.44,186,540,"OnePuttPercentageRound2",2009
153,153,"Martin Laird",NA,34.26,148,432,"OnePuttPercentageRound2",2009
154,154,"Jonathan Byrd",NA,34.22,154,450,"OnePuttPercentageRound2",2009
154,154,"Glen Day",NA,34.22,154,450,"OnePuttPercentageRound2",2009
156,156,"John Merrick",NA,34.13,172,504,"OnePuttPercentageRound2",2009
157,157,"Lee Janzen",NA,34.06,141,414,"OnePuttPercentageRound2",2009
158,158,"Briny Baird",NA,33.93,171,504,"OnePuttPercentageRound2",2009
158,158,"Brett Quigley",NA,33.93,171,504,"OnePuttPercentageRound2",2009
160,160,"Kris Blanks",NA,33.89,122,360,"OnePuttPercentageRound2",2009
160,160,"Vijay Singh",NA,33.89,122,360,"OnePuttPercentageRound2",2009
160,160,"Heath Slocum",NA,33.89,183,540,"OnePuttPercentageRound2",2009
163,163,"Matt Jones",NA,33.68,97,288,"OnePuttPercentageRound2",2009
164,164,"Spencer Levin",NA,33.56,151,450,"OnePuttPercentageRound2",2009
165,165,"Charles Howell III",NA,33.52,175,522,"OnePuttPercentageRound2",2009
166,166,"Steve Elkington",NA,33.33,132,396,"OnePuttPercentageRound2",2009
166,166,"Kent Jones",NA,33.33,144,432,"OnePuttPercentageRound2",2009
166,166,"Adam Scott",NA,33.33,108,324,"OnePuttPercentageRound2",2009
169,169,"Joe Durant",NA,33.06,119,360,"OnePuttPercentageRound2",2009
170,170,"Greg Owen",NA,32.57,170,522,"OnePuttPercentageRound2",2009
171,171,"Scott Sterling",NA,32.29,93,288,"OnePuttPercentageRound2",2009
172,172,"Charles Warren",NA,32.22,116,360,"OnePuttPercentageRound2",2009
173,173,"Jarrod Lyle",NA,32.01,121,378,"OnePuttPercentageRound2",2009
173,173,"Boo Weekley",NA,32.01,121,378,"OnePuttPercentageRound2",2009
175,175,"Colt Knost",NA,31.71,137,432,"OnePuttPercentageRound2",2009
176,176,"Darron Stiles",NA,31.58,108,342,"OnePuttPercentageRound2",2009
177,177,"Mathew Goggin",NA,31.4,130,414,"OnePuttPercentageRound2",2009
178,178,"Casey Wittenberg",NA,31.25,135,432,"OnePuttPercentageRound2",2009
179,179,"Tag Ridings",NA,31.11,84,270,"OnePuttPercentageRound2",2009
180,180,"Rick Price",NA,30.69,116,378,"OnePuttPercentageRound2",2009
181,181,"Jay Williamson",NA,30.05,119,396,"OnePuttPercentageRound2",2009
182,182,"Ricky Barnes",NA,29.71,123,414,"OnePuttPercentageRound2",2009
183,183,"Patrick Sheehan",NA,28.89,78,270,"OnePuttPercentageRound2",2009
184,184,"Tom Lehman",NA,28.82,83,288,"OnePuttPercentageRound2",2009
