"PuttsMadePerEventOver20_RANKTHISWEEK_2013","PuttsMadePerEventOver20_RANKLASTWEEK_2013","PuttsMadePerEventOver20_PLAYERNAME_2013","PuttsMadePerEventOver20_ROUNDS_2013","PuttsMadePerEventOver20_PUTTSMADE_2013","stat_name","year"
1,1,"Sergio Garcia",65,2.2,"PuttsMadePerEventOver20",2013
2,2,"Charl Schwartzel",69,2.1,"PuttsMadePerEventOver20",2013
3,3,"Russell Henley",80,2,"PuttsMadePerEventOver20",2013
3,3,"Steve Stricker",51,2,"PuttsMadePerEventOver20",2013
5,5,"Sangmoon Bae",83,1.9,"PuttsMadePerEventOver20",2013
5,5,"Angel Cabrera",73,1.9,"PuttsMadePerEventOver20",2013
5,5,"Zach Johnson",84,1.9,"PuttsMadePerEventOver20",2013
5,5,"Rory McIlroy",56,1.9,"PuttsMadePerEventOver20",2013
9,9,"Jason Day",86,1.8,"PuttsMadePerEventOver20",2013
9,9,"Matt Kuchar",93,1.8,"PuttsMadePerEventOver20",2013
9,9,"Jordan Spieth",82,1.8,"PuttsMadePerEventOver20",2013
12,12,"Graham DeLaet",94,1.7,"PuttsMadePerEventOver20",2013
12,12,"Harris English",95,1.7,"PuttsMadePerEventOver20",2013
12,12,"Rickie Fowler",75,1.7,"PuttsMadePerEventOver20",2013
12,12,"Martin Kaymer",61,1.7,"PuttsMadePerEventOver20",2013
12,12,"Bryce Molder",82,1.7,"PuttsMadePerEventOver20",2013
12,12,"Brandt Snedeker",79,1.7,"PuttsMadePerEventOver20",2013
12,12,"Nick Watney",88,1.7,"PuttsMadePerEventOver20",2013
19,19,"Stephen Ames",49,1.6,"PuttsMadePerEventOver20",2013
19,19,"Keegan Bradley",88,1.6,"PuttsMadePerEventOver20",2013
19,19,"Greg Chalmers",77,1.6,"PuttsMadePerEventOver20",2013
19,19,"Bob Estes",66,1.6,"PuttsMadePerEventOver20",2013
19,19,"Luke Guthrie",82,1.6,"PuttsMadePerEventOver20",2013
19,19,"Bill Haas",85,1.6,"PuttsMadePerEventOver20",2013
19,19,"Peter Hanson",45,1.6,"PuttsMadePerEventOver20",2013
19,19,"Scott Langley",79,1.6,"PuttsMadePerEventOver20",2013
19,19,"Graeme McDowell",53,1.6,"PuttsMadePerEventOver20",2013
19,19,"Phil Mickelson",78,1.6,"PuttsMadePerEventOver20",2013
19,19,"Ryan Palmer",79,1.6,"PuttsMadePerEventOver20",2013
19,19,"Carl Pettersson",82,1.6,"PuttsMadePerEventOver20",2013
19,19,"Henrik Stenson",65,1.6,"PuttsMadePerEventOver20",2013
19,19,"Nicholas Thompson",99,1.6,"PuttsMadePerEventOver20",2013
19,19,"DJ Trahan",48,1.6,"PuttsMadePerEventOver20",2013
19,19,"Boo Weekley",100,1.6,"PuttsMadePerEventOver20",2013
19,19,"Tiger Woods",61,1.6,"PuttsMadePerEventOver20",2013
36,36,"Stuart Appleby",88,1.5,"PuttsMadePerEventOver20",2013
36,36,"James Driscoll",76,1.5,"PuttsMadePerEventOver20",2013
36,36,"Jim Furyk",80,1.5,"PuttsMadePerEventOver20",2013
36,36,"Padraig Harrington",52,1.5,"PuttsMadePerEventOver20",2013
36,36,"Morgan Hoffmann",64,1.5,"PuttsMadePerEventOver20",2013
36,36,"Charles Howell III",87,1.5,"PuttsMadePerEventOver20",2013
36,36,"Chris Kirk",89,1.5,"PuttsMadePerEventOver20",2013
36,36,"Doug LaBelle II",72,1.5,"PuttsMadePerEventOver20",2013
36,36,"Jeff Overton",78,1.5,"PuttsMadePerEventOver20",2013
36,36,"Scott Piercy",78,1.5,"PuttsMadePerEventOver20",2013
36,36,"Ted Potter Jr",65,1.5,"PuttsMadePerEventOver20",2013
36,36,"Chez Reavie",72,1.5,"PuttsMadePerEventOver20",2013
36,36,"John Rollins",77,1.5,"PuttsMadePerEventOver20",2013
36,36,"Kevin Streelman",86,1.5,"PuttsMadePerEventOver20",2013
50,50,"Aaron Baddeley",68,1.4,"PuttsMadePerEventOver20",2013
50,50,"Jonas Blixt",76,1.4,"PuttsMadePerEventOver20",2013
50,50,"Ken Duke",87,1.4,"PuttsMadePerEventOver20",2013
50,50,"Tim Herron",45,1.4,"PuttsMadePerEventOver20",2013
50,50,"Billy Horschel",96,1.4,"PuttsMadePerEventOver20",2013
50,50,"Freddie Jacobson",63,1.4,"PuttsMadePerEventOver20",2013
50,50,"John Merrick",79,1.4,"PuttsMadePerEventOver20",2013
50,50,"Kevin Stadler",83,1.4,"PuttsMadePerEventOver20",2013
50,50,"Chris Stroud",88,1.4,"PuttsMadePerEventOver20",2013
50,50,"Gary Woodland",94,1.4,"PuttsMadePerEventOver20",2013
60,60,"Chad Campbell",78,1.3,"PuttsMadePerEventOver20",2013
60,60,"Erik Compton",74,1.3,"PuttsMadePerEventOver20",2013
60,60,"Luke Donald",60,1.3,"PuttsMadePerEventOver20",2013
60,60,"Matt Every",89,1.3,"PuttsMadePerEventOver20",2013
60,60,"Martin Flores",83,1.3,"PuttsMadePerEventOver20",2013
60,60,"Brandt Jobe",62,1.3,"PuttsMadePerEventOver20",2013
60,60,"Jerry Kelly",75,1.3,"PuttsMadePerEventOver20",2013
60,60,"Colt Knost",69,1.3,"PuttsMadePerEventOver20",2013
60,60,"Jason Kokrak",78,1.3,"PuttsMadePerEventOver20",2013
60,60,"Martin Laird",68,1.3,"PuttsMadePerEventOver20",2013
60,60,"Marc Leishman",77,1.3,"PuttsMadePerEventOver20",2013
60,60,"Jeff Maggert",63,1.3,"PuttsMadePerEventOver20",2013
60,60,"Hunter Mahan",91,1.3,"PuttsMadePerEventOver20",2013
60,60,"William McGirt",75,1.3,"PuttsMadePerEventOver20",2013
60,60,"Ryan Moore",72,1.3,"PuttsMadePerEventOver20",2013
60,60,"Geoff Ogilvy",57,1.3,"PuttsMadePerEventOver20",2013
60,60,"Patrick Reed",83,1.3,"PuttsMadePerEventOver20",2013
60,60,"Tag Ridings",69,1.3,"PuttsMadePerEventOver20",2013
60,60,"Brendan Steele",86,1.3,"PuttsMadePerEventOver20",2013
60,60,"Cameron Tringale",80,1.3,"PuttsMadePerEventOver20",2013
60,60,"Jimmy Walker",84,1.3,"PuttsMadePerEventOver20",2013
60,60,"Lee Westwood",70,1.3,"PuttsMadePerEventOver20",2013
82,82,"Steven Bowditch",67,1.2,"PuttsMadePerEventOver20",2013
82,82,"Roberto Castro",97,1.2,"PuttsMadePerEventOver20",2013
82,82,"KJ Choi",85,1.2,"PuttsMadePerEventOver20",2013
82,82,"Stewart Cink",71,1.2,"PuttsMadePerEventOver20",2013
82,82,"Tim Clark",64,1.2,"PuttsMadePerEventOver20",2013
82,82,"Derek Ernst",58,1.2,"PuttsMadePerEventOver20",2013
82,82,"Brad Fritsch",81,1.2,"PuttsMadePerEventOver20",2013
82,82,"Justin Hicks",79,1.2,"PuttsMadePerEventOver20",2013
82,82,"Charley Hoffman",84,1.2,"PuttsMadePerEventOver20",2013
82,82,"Dustin Johnson",71,1.2,"PuttsMadePerEventOver20",2013
82,82,"Matt Jones",83,1.2,"PuttsMadePerEventOver20",2013
82,82,"DH Lee",65,1.2,"PuttsMadePerEventOver20",2013
82,82,"Richard Lee",81,1.2,"PuttsMadePerEventOver20",2013
82,82,"David Lynn",70,1.2,"PuttsMadePerEventOver20",2013
82,82,"George McNeill",68,1.2,"PuttsMadePerEventOver20",2013
82,82,"Henrik Norlander",70,1.2,"PuttsMadePerEventOver20",2013
82,82,"Pat Perez",69,1.2,"PuttsMadePerEventOver20",2013
82,82,"Adam Scott",61,1.2,"PuttsMadePerEventOver20",2013
82,82,"Webb Simpson",92,1.2,"PuttsMadePerEventOver20",2013
82,82,"Josh Teater",86,1.2,"PuttsMadePerEventOver20",2013
82,82,"Michael Thompson",66,1.2,"PuttsMadePerEventOver20",2013
82,82,"Bo Van Pelt",72,1.2,"PuttsMadePerEventOver20",2013
82,82,"Camilo Villegas",79,1.2,"PuttsMadePerEventOver20",2013
82,82,"Charlie Wi",75,1.2,"PuttsMadePerEventOver20",2013
106,106,"Ben Curtis",59,1.1,"PuttsMadePerEventOver20",2013
106,106,"Jason Dufner",78,1.1,"PuttsMadePerEventOver20",2013
106,106,"Ernie Els",63,1.1,"PuttsMadePerEventOver20",2013
106,106,"Tommy Gainey",84,1.1,"PuttsMadePerEventOver20",2013
106,106,"Scott Gardiner",61,1.1,"PuttsMadePerEventOver20",2013
106,106,"Tom Gillis",69,1.1,"PuttsMadePerEventOver20",2013
106,106,"David Hearn",88,1.1,"PuttsMadePerEventOver20",2013
106,106,"JJ Henry",83,1.1,"PuttsMadePerEventOver20",2013
106,106,"Jim Herman",59,1.1,"PuttsMadePerEventOver20",2013
106,106,"Ryo Ishikawa",72,1.1,"PuttsMadePerEventOver20",2013
106,106,"Justin Leonard",86,1.1,"PuttsMadePerEventOver20",2013
106,106,"Jin Park",52,1.1,"PuttsMadePerEventOver20",2013
106,106,"DA Points",87,1.1,"PuttsMadePerEventOver20",2013
106,106,"Ian Poulter",59,1.1,"PuttsMadePerEventOver20",2013
106,106,"Andres Romero",63,1.1,"PuttsMadePerEventOver20",2013
106,106,"Rory Sabbatini",86,1.1,"PuttsMadePerEventOver20",2013
106,106,"John Senden",79,1.1,"PuttsMadePerEventOver20",2013
106,106,"Daniel Summerhays",83,1.1,"PuttsMadePerEventOver20",2013
106,106,"Andrew Svoboda",46,1.1,"PuttsMadePerEventOver20",2013
106,106,"Johnson Wagner",64,1.1,"PuttsMadePerEventOver20",2013
106,106,"Mark Wilson",56,1.1,"PuttsMadePerEventOver20",2013
127,127,"Jason Bohn",70,1,"PuttsMadePerEventOver20",2013
127,127,"Scott Brown",65,1,"PuttsMadePerEventOver20",2013
127,127,"Nicolas Colsaerts",50,1,"PuttsMadePerEventOver20",2013
127,127,"Ben Crane",62,1,"PuttsMadePerEventOver20",2013
127,127,"Brian Davis",91,1,"PuttsMadePerEventOver20",2013
127,127,"James Hahn",78,1,"PuttsMadePerEventOver20",2013
127,127,"Brian Harman",89,1,"PuttsMadePerEventOver20",2013
127,127,"John Huh",88,1,"PuttsMadePerEventOver20",2013
127,127,"Ben Kohles",75,1,"PuttsMadePerEventOver20",2013
127,127,"David Lingmerth",68,1,"PuttsMadePerEventOver20",2013
127,127,"David Mathis",71,1,"PuttsMadePerEventOver20",2013
127,127,"Alistair Presnell",59,1,"PuttsMadePerEventOver20",2013
127,127,"Kyle Stanley",71,1,"PuttsMadePerEventOver20",2013
127,127,"Robert Streb",75,1,"PuttsMadePerEventOver20",2013
127,127,"Brian Stuard",78,1,"PuttsMadePerEventOver20",2013
127,127,"Lee Williams",62,1,"PuttsMadePerEventOver20",2013
127,127,"Casey Wittenberg",72,1,"PuttsMadePerEventOver20",2013
144,144,"Robert Allenby",58,0.9,"PuttsMadePerEventOver20",2013
144,144,"Michael Bradley",56,0.9,"PuttsMadePerEventOver20",2013
144,144,"Kevin Chappell",80,0.9,"PuttsMadePerEventOver20",2013
144,144,"Brendon de Jonge",110,0.9,"PuttsMadePerEventOver20",2013
144,144,"Brian Gay",79,0.9,"PuttsMadePerEventOver20",2013
144,144,"Lucas Glover",65,0.9,"PuttsMadePerEventOver20",2013
144,144,"Robert Karlsson",56,0.9,"PuttsMadePerEventOver20",2013
144,144,"Steve LeBrun",66,0.9,"PuttsMadePerEventOver20",2013
144,144,"Troy Matteson",68,0.9,"PuttsMadePerEventOver20",2013
144,144,"Seung Yul Noh",71,0.9,"PuttsMadePerEventOver20",2013
144,144,"Dicky Pride",71,0.9,"PuttsMadePerEventOver20",2013
144,144,"Justin Rose",62,0.9,"PuttsMadePerEventOver20",2013
144,144,"Vijay Singh",61,0.9,"PuttsMadePerEventOver20",2013
144,144,"David Toms",49,0.9,"PuttsMadePerEventOver20",2013
144,144,"Aaron Watkins",46,0.9,"PuttsMadePerEventOver20",2013
144,144,"Bubba Watson",76,0.9,"PuttsMadePerEventOver20",2013
144,144,"YE Yang",56,0.9,"PuttsMadePerEventOver20",2013
161,161,"Ricky Barnes",74,0.8,"PuttsMadePerEventOver20",2013
161,161,"Charlie Beljan",62,0.8,"PuttsMadePerEventOver20",2013
161,161,"Bud Cauley",67,0.8,"PuttsMadePerEventOver20",2013
161,161,"Robert Garrigus",69,0.8,"PuttsMadePerEventOver20",2013
161,161,"Trevor Immelman",73,0.8,"PuttsMadePerEventOver20",2013
161,161,"Luke List",65,0.8,"PuttsMadePerEventOver20",2013
161,161,"Sean OHair",56,0.8,"PuttsMadePerEventOver20",2013
161,161,"Greg Owen",73,0.8,"PuttsMadePerEventOver20",2013
161,161,"Cameron Percy",68,0.8,"PuttsMadePerEventOver20",2013
161,161,"Scott Stallings",79,0.8,"PuttsMadePerEventOver20",2013
161,161,"Darron Stiles",51,0.8,"PuttsMadePerEventOver20",2013
172,172,"Justin Bolli",59,0.7,"PuttsMadePerEventOver20",2013
172,172,"Will Claxton",67,0.7,"PuttsMadePerEventOver20",2013
172,172,"Fabian Gomez",65,0.7,"PuttsMadePerEventOver20",2013
172,172,"Shawn Stefani",63,0.7,"PuttsMadePerEventOver20",2013
176,176,"Bobby Gates",49,0.6,"PuttsMadePerEventOver20",2013
176,176,"Mike Weir",60,0.6,"PuttsMadePerEventOver20",2013
178,178,"Eric Meierdierks",48,0.5,"PuttsMadePerEventOver20",2013
178,178,"Vaughn Taylor",50,0.5,"PuttsMadePerEventOver20",2013
180,180,"Rod Pampling",46,0.4,"PuttsMadePerEventOver20",2013
