"Scrambling30ydsRTPScore_RANKTHISWEEK_2010","Scrambling30ydsRTPScore_RANKLASTWEEK_2010","Scrambling30ydsRTPScore_PLAYERNAME_2010","Scrambling30ydsRTPScore_ROUNDS_2010","Scrambling30ydsRTPScore_AVGRTP_2010","Scrambling30ydsRTPScore_TOTALHOLES_2010","Scrambling30ydsRTPScore_TOTALRTP_2010","stat_name","year"
1,1,"Steve Stricker",73,0.477,44,21,"Scrambling30ydsRTPScore",2010
2,2,"Jim Furyk",76,0.561,41,23,"Scrambling30ydsRTPScore",2010
3,3,"Bryce Molder",84,0.654,107,70,"Scrambling30ydsRTPScore",2010
4,4,"Jerry Kelly",99,0.667,78,52,"Scrambling30ydsRTPScore",2010
5,5,"Chris DiMarco",88,0.684,79,54,"Scrambling30ydsRTPScore",2010
5,5,"Steve Elkington",74,0.684,38,26,"Scrambling30ydsRTPScore",2010
7,7,"Brian Gay",101,0.688,93,64,"Scrambling30ydsRTPScore",2010
8,8,"Kevin Na",94,0.692,78,54,"Scrambling30ydsRTPScore",2010
9,9,"Retief Goosen",75,0.702,47,33,"Scrambling30ydsRTPScore",2010
9,9,"Paul Stankowski",62,0.702,57,40,"Scrambling30ydsRTPScore",2010
11,11,"Tim Petrovic",105,0.703,91,64,"Scrambling30ydsRTPScore",2010
12,12,"Chris Riley",73,0.705,61,43,"Scrambling30ydsRTPScore",2010
13,13,"YE Yang",72,0.706,51,36,"Scrambling30ydsRTPScore",2010
14,14,"Skip Kendall",58,0.716,67,48,"Scrambling30ydsRTPScore",2010
15,15,"Joe Durant",67,0.718,39,28,"Scrambling30ydsRTPScore",2010
16,16,"Kevin Sutherland",86,0.72,82,59,"Scrambling30ydsRTPScore",2010
17,17,"Ernie Els",72,0.727,55,40,"Scrambling30ydsRTPScore",2010
18,18,"Padraig Harrington",57,0.731,52,38,"Scrambling30ydsRTPScore",2010
18,18,"Sean OHair",84,0.731,52,38,"Scrambling30ydsRTPScore",2010
20,20,"Billy Mayfair",78,0.732,56,41,"Scrambling30ydsRTPScore",2010
21,21,"Paul Casey",64,0.737,38,28,"Scrambling30ydsRTPScore",2010
21,21,"Trevor Immelman",55,0.737,57,42,"Scrambling30ydsRTPScore",2010
23,23,"Boo Weekley",88,0.738,61,45,"Scrambling30ydsRTPScore",2010
24,24,"Justin Leonard",89,0.741,108,80,"Scrambling30ydsRTPScore",2010
25,25,"Mike Weir",59,0.746,71,53,"Scrambling30ydsRTPScore",2010
26,26,"Jarrod Lyle",54,0.75,52,39,"Scrambling30ydsRTPScore",2010
27,27,"David Toms",86,0.754,57,43,"Scrambling30ydsRTPScore",2010
28,28,"Jeev Milkha Singh",59,0.755,53,40,"Scrambling30ydsRTPScore",2010
29,29,"Craig Bowden",56,0.76,50,38,"Scrambling30ydsRTPScore",2010
29,29,"Matt Kuchar",97,0.76,75,57,"Scrambling30ydsRTPScore",2010
31,31,"Tim Clark",88,0.766,47,36,"Scrambling30ydsRTPScore",2010
32,32,"Michael Connell",89,0.769,91,70,"Scrambling30ydsRTPScore",2010
33,33,"Bob Estes",79,0.77,74,57,"Scrambling30ydsRTPScore",2010
33,33,"Charlie Wi",95,0.77,100,77,"Scrambling30ydsRTPScore",2010
35,35,"Ben Crane",85,0.776,58,45,"Scrambling30ydsRTPScore",2010
36,36,"Adam Scott",70,0.778,36,28,"Scrambling30ydsRTPScore",2010
37,37,"Charles Howell III",103,0.779,95,74,"Scrambling30ydsRTPScore",2010
38,38,"Paul Goydos",78,0.781,73,57,"Scrambling30ydsRTPScore",2010
39,39,"JJ Henry",92,0.783,69,54,"Scrambling30ydsRTPScore",2010
40,40,"Jeff Quinney",91,0.785,107,84,"Scrambling30ydsRTPScore",2010
41,41,"Jonathan Byrd",85,0.786,84,66,"Scrambling30ydsRTPScore",2010
41,41,"Michael Sim",64,0.786,70,55,"Scrambling30ydsRTPScore",2010
43,43,"Brendon de Jonge",114,0.795,78,62,"Scrambling30ydsRTPScore",2010
44,44,"Justin Rose",78,0.796,49,39,"Scrambling30ydsRTPScore",2010
44,44,"Charles Warren",64,0.796,49,39,"Scrambling30ydsRTPScore",2010
46,46,"Stephen Ames",75,0.797,79,63,"Scrambling30ydsRTPScore",2010
46,46,"Aron Price",70,0.797,64,51,"Scrambling30ydsRTPScore",2010
48,48,"Ryuji Imada",90,0.798,99,79,"Scrambling30ydsRTPScore",2010
48,48,"Brandt Snedeker",89,0.798,94,75,"Scrambling30ydsRTPScore",2010
50,50,"Briny Baird",87,0.8,80,64,"Scrambling30ydsRTPScore",2010
51,51,"Roland Thatcher",72,0.803,76,61,"Scrambling30ydsRTPScore",2010
52,52,"Zach Johnson",93,0.805,77,62,"Scrambling30ydsRTPScore",2010
53,53,"Brian Davis",101,0.807,83,67,"Scrambling30ydsRTPScore",2010
54,54,"Jeff Overton",89,0.81,100,81,"Scrambling30ydsRTPScore",2010
55,55,"Tom Gillis",97,0.811,95,77,"Scrambling30ydsRTPScore",2010
56,56,"Stewart Cink",84,0.813,64,52,"Scrambling30ydsRTPScore",2010
57,57,"Scott Verplank",74,0.814,59,48,"Scrambling30ydsRTPScore",2010
58,58,"Heath Slocum",97,0.815,65,53,"Scrambling30ydsRTPScore",2010
59,59,"Robert Allenby",76,0.818,55,45,"Scrambling30ydsRTPScore",2010
60,60,"Pat Perez",90,0.82,89,73,"Scrambling30ydsRTPScore",2010
60,60,"Camilo Villegas",78,0.82,50,41,"Scrambling30ydsRTPScore",2010
62,62,"Luke Donald",71,0.821,56,46,"Scrambling30ydsRTPScore",2010
62,62,"Joe Ogilvie",99,0.821,95,78,"Scrambling30ydsRTPScore",2010
64,64,"Phil Mickelson",76,0.822,73,60,"Scrambling30ydsRTPScore",2010
64,64,"Carl Pettersson",99,0.822,107,88,"Scrambling30ydsRTPScore",2010
66,66,"Chad Collins",87,0.826,109,90,"Scrambling30ydsRTPScore",2010
66,66,"John Rollins",81,0.826,69,57,"Scrambling30ydsRTPScore",2010
68,68,"Stuart Appleby",101,0.832,113,94,"Scrambling30ydsRTPScore",2010
68,68,"Freddie Jacobson",83,0.832,95,79,"Scrambling30ydsRTPScore",2010
70,70,"DA Points",90,0.833,84,70,"Scrambling30ydsRTPScore",2010
70,70,"Vijay Singh",75,0.833,48,40,"Scrambling30ydsRTPScore",2010
72,72,"Greg Chalmers",93,0.835,91,76,"Scrambling30ydsRTPScore",2010
73,73,"KJ Choi",82,0.836,55,46,"Scrambling30ydsRTPScore",2010
74,74,"Ben Curtis",78,0.838,68,57,"Scrambling30ydsRTPScore",2010
75,75,"Chris Stroud",90,0.841,69,58,"Scrambling30ydsRTPScore",2010
76,76,"Michael Bradley",77,0.842,76,64,"Scrambling30ydsRTPScore",2010
77,77,"Charley Hoffman",85,0.845,58,49,"Scrambling30ydsRTPScore",2010
78,78,"Derek Lamely",81,0.849,86,73,"Scrambling30ydsRTPScore",2010
79,79,"JP Hayes",79,0.853,75,64,"Scrambling30ydsRTPScore",2010
80,80,"Chad Campbell",95,0.854,82,70,"Scrambling30ydsRTPScore",2010
81,81,"Ricky Barnes",103,0.855,83,71,"Scrambling30ydsRTPScore",2010
82,82,"Webb Simpson",98,0.856,104,89,"Scrambling30ydsRTPScore",2010
83,83,"John Senden",103,0.861,79,68,"Scrambling30ydsRTPScore",2010
83,83,"Brian Stuard",81,0.861,101,87,"Scrambling30ydsRTPScore",2010
85,85,"Tim Herron",79,0.862,87,75,"Scrambling30ydsRTPScore",2010
86,86,"John Merrick",109,0.863,80,69,"Scrambling30ydsRTPScore",2010
87,87,"Chris Tidland",77,0.864,59,51,"Scrambling30ydsRTPScore",2010
88,88,"Angel Cabrera",64,0.868,53,46,"Scrambling30ydsRTPScore",2010
89,89,"Jason Dufner",87,0.87,54,47,"Scrambling30ydsRTPScore",2010
89,89,"Rod Pampling",77,0.87,77,67,"Scrambling30ydsRTPScore",2010
89,89,"Bo Van Pelt",104,0.87,69,60,"Scrambling30ydsRTPScore",2010
92,92,"Michael Letzig",84,0.872,94,82,"Scrambling30ydsRTPScore",2010
93,93,"Lucas Glover",75,0.873,55,48,"Scrambling30ydsRTPScore",2010
94,94,"Rocco Mediate",71,0.875,56,49,"Scrambling30ydsRTPScore",2010
95,95,"JB Holmes",100,0.877,81,71,"Scrambling30ydsRTPScore",2010
96,96,"Kenny Perry",69,0.878,41,36,"Scrambling30ydsRTPScore",2010
97,97,"Matt Jones",89,0.879,91,80,"Scrambling30ydsRTPScore",2010
98,98,"Hunter Mahan",85,0.88,50,44,"Scrambling30ydsRTPScore",2010
99,99,"Garrett Willis",82,0.883,77,68,"Scrambling30ydsRTPScore",2010
100,100,"Mark Calcavecchia",50,0.884,43,38,"Scrambling30ydsRTPScore",2010
100,100,"Omar Uresti",74,0.884,43,38,"Scrambling30ydsRTPScore",2010
102,102,"Aaron Baddeley",94,0.886,123,109,"Scrambling30ydsRTPScore",2010
102,102,"Chris Couch",66,0.886,44,39,"Scrambling30ydsRTPScore",2010
104,104,"Lee Janzen",77,0.889,81,72,"Scrambling30ydsRTPScore",2010
105,105,"Matt Bettencourt",91,0.89,91,81,"Scrambling30ydsRTPScore",2010
106,106,"Martin Laird",91,0.891,92,82,"Scrambling30ydsRTPScore",2010
107,107,"Richard Johnson",90,0.892,74,66,"Scrambling30ydsRTPScore",2010
108,108,"Nathan Green",86,0.895,114,102,"Scrambling30ydsRTPScore",2010
108,108,"Shaun Micheel",70,0.895,57,51,"Scrambling30ydsRTPScore",2010
110,110,"Steve Flesch",78,0.896,77,69,"Scrambling30ydsRTPScore",2010
110,110,"Scott McCarron",90,0.896,77,69,"Scrambling30ydsRTPScore",2010
112,112,"Spencer Levin",110,0.899,99,89,"Scrambling30ydsRTPScore",2010
112,112,"Jimmy Walker",82,0.899,89,80,"Scrambling30ydsRTPScore",2010
114,114,"Graham DeLaet",88,0.9,70,63,"Scrambling30ydsRTPScore",2010
114,114,"DJ Trahan",92,0.9,60,54,"Scrambling30ydsRTPScore",2010
116,116,"Rickie Fowler",98,0.901,81,73,"Scrambling30ydsRTPScore",2010
117,117,"Brett Wetterich",54,0.902,41,37,"Scrambling30ydsRTPScore",2010
118,118,"Dean Wilson",54,0.903,31,28,"Scrambling30ydsRTPScore",2010
119,119,"Jason Day",82,0.904,73,66,"Scrambling30ydsRTPScore",2010
120,120,"Geoff Ogilvy",62,0.905,63,57,"Scrambling30ydsRTPScore",2010
121,121,"Sergio Garcia",58,0.906,32,29,"Scrambling30ydsRTPScore",2010
122,122,"Troy Matteson",84,0.907,75,68,"Scrambling30ydsRTPScore",2010
123,123,"Steve Marino",81,0.909,66,60,"Scrambling30ydsRTPScore",2010
124,124,"Nicholas Thompson",88,0.91,67,61,"Scrambling30ydsRTPScore",2010
125,125,"Brent Delahoussaye",57,0.911,56,51,"Scrambling30ydsRTPScore",2010
126,126,"Jeff Gove",57,0.913,46,42,"Scrambling30ydsRTPScore",2010
127,127,"Jason Bohn",84,0.914,81,74,"Scrambling30ydsRTPScore",2010
128,128,"Ryan Moore",80,0.915,47,43,"Scrambling30ydsRTPScore",2010
129,129,"Bubba Watson",77,0.917,72,66,"Scrambling30ydsRTPScore",2010
130,130,"Woody Austin",93,0.919,74,68,"Scrambling30ydsRTPScore",2010
130,130,"James Driscoll",78,0.919,86,79,"Scrambling30ydsRTPScore",2010
132,132,"Alex Prugh",88,0.92,100,92,"Scrambling30ydsRTPScore",2010
133,133,"Henrik Bjornstad",72,0.922,64,59,"Scrambling30ydsRTPScore",2010
134,134,"Rory McIlroy",54,0.923,39,36,"Scrambling30ydsRTPScore",2010
135,135,"Jay Williamson",76,0.925,53,49,"Scrambling30ydsRTPScore",2010
136,136,"Will Ma Kenzie",72,0.934,61,57,"Scrambling30ydsRTPScore",2010
136,136,"Nick Watney",91,0.934,61,57,"Scrambling30ydsRTPScore",2010
138,138,"Brad Faxon",58,0.935,92,86,"Scrambling30ydsRTPScore",2010
139,139,"Bill Haas",87,0.939,49,46,"Scrambling30ydsRTPScore",2010
139,139,"Kevin Streelman",90,0.939,82,77,"Scrambling30ydsRTPScore",2010
141,141,"Alex Cejka",81,0.942,69,65,"Scrambling30ydsRTPScore",2010
142,142,"Ryan Palmer",84,0.944,71,67,"Scrambling30ydsRTPScore",2010
143,143,"George McNeill",79,0.945,91,86,"Scrambling30ydsRTPScore",2010
144,144,"Matt Every",60,0.946,56,53,"Scrambling30ydsRTPScore",2010
145,145,"Ian Poulter",55,0.947,38,36,"Scrambling30ydsRTPScore",2010
145,145,"Rory Sabbatini",79,0.947,75,71,"Scrambling30ydsRTPScore",2010
147,147,"Roger Tambellini",77,0.948,77,73,"Scrambling30ydsRTPScore",2010
147,147,"Vaughn Taylor",87,0.948,77,73,"Scrambling30ydsRTPScore",2010
149,149,"Kris Blanks",91,0.949,59,56,"Scrambling30ydsRTPScore",2010
149,149,"Bill Lunde",79,0.949,98,93,"Scrambling30ydsRTPScore",2010
151,151,"Rich Barcelo",70,0.951,102,97,"Scrambling30ydsRTPScore",2010
151,151,"Mark Wilson",87,0.951,82,78,"Scrambling30ydsRTPScore",2010
153,153,"Johnson Wagner",85,0.953,86,82,"Scrambling30ydsRTPScore",2010
154,154,"Brett Quigley",96,0.955,111,106,"Scrambling30ydsRTPScore",2010
155,155,"Blake Adams",84,0.959,73,70,"Scrambling30ydsRTPScore",2010
156,156,"Steve Wheatcroft",74,0.962,78,75,"Scrambling30ydsRTPScore",2010
157,157,"Dustin Johnson",83,0.968,62,60,"Scrambling30ydsRTPScore",2010
158,158,"Greg Kraft",52,0.97,66,64,"Scrambling30ydsRTPScore",2010
159,159,"Garth Mulroy",53,0.975,40,39,"Scrambling30ydsRTPScore",2010
160,160,"Cliff Kresge",50,0.978,45,44,"Scrambling30ydsRTPScore",2010
160,160,"Josh Teater",101,0.978,89,87,"Scrambling30ydsRTPScore",2010
162,162,"Cameron Tringale",55,0.979,47,46,"Scrambling30ydsRTPScore",2010
163,163,"Cameron Percy",73,0.981,53,52,"Scrambling30ydsRTPScore",2010
163,163,"Scott Piercy",88,0.981,107,105,"Scrambling30ydsRTPScore",2010
165,165,"Tom Pernice Jr",74,0.983,58,57,"Scrambling30ydsRTPScore",2010
166,166,"John Mallinger",78,0.986,69,68,"Scrambling30ydsRTPScore",2010
167,167,"Mathew Goggin",85,1,75,75,"Scrambling30ydsRTPScore",2010
167,167,"Marc Leishman",87,1,82,82,"Scrambling30ydsRTPScore",2010
167,167,"Ted Purdy",86,1,109,109,"Scrambling30ydsRTPScore",2010
167,167,"Andres Romero",73,1,73,73,"Scrambling30ydsRTPScore",2010
167,167,"Jerod Turner",54,1,76,76,"Scrambling30ydsRTPScore",2010
172,172,"Vance Veazey",58,1.012,83,84,"Scrambling30ydsRTPScore",2010
173,173,"Chris Wilson",65,1.017,58,59,"Scrambling30ydsRTPScore",2010
174,174,"Andrew McLardy",52,1.02,51,52,"Scrambling30ydsRTPScore",2010
175,175,"David Lutterus",69,1.028,72,74,"Scrambling30ydsRTPScore",2010
176,176,"Cameron Beckman",68,1.031,65,67,"Scrambling30ydsRTPScore",2010
177,177,"Troy Merritt",86,1.034,89,92,"Scrambling30ydsRTPScore",2010
178,178,"Martin Flores",75,1.036,84,87,"Scrambling30ydsRTPScore",2010
178,178,"Davis Love III",79,1.036,55,57,"Scrambling30ydsRTPScore",2010
180,180,"James Nitties",92,1.045,89,93,"Scrambling30ydsRTPScore",2010
181,181,"Jeff Maggert",76,1.051,59,62,"Scrambling30ydsRTPScore",2010
182,182,"Brenden Pappas",66,1.066,61,65,"Scrambling30ydsRTPScore",2010
183,183,"Robert Garrigus",71,1.071,56,60,"Scrambling30ydsRTPScore",2010
184,184,"Steve Lowery",67,1.087,69,75,"Scrambling30ydsRTPScore",2010
185,185,"Kevin Johnson",62,1.092,87,95,"Scrambling30ydsRTPScore",2010
186,186,"David Duval",71,1.095,74,81,"Scrambling30ydsRTPScore",2010
187,187,"Justin Bolli",55,1.098,51,56,"Scrambling30ydsRTPScore",2010
188,188,"Daniel Chopra",74,1.111,99,110,"Scrambling30ydsRTPScore",2010
189,189,"Greg Owen",69,1.121,58,65,"Scrambling30ydsRTPScore",2010
190,190,"Kevin Stadler",86,1.136,66,75,"Scrambling30ydsRTPScore",2010
191,191,"Mathias Gronberg",61,1.184,49,58,"Scrambling30ydsRTPScore",2010
192,192,"John Daly",63,1.196,51,61,"Scrambling30ydsRTPScore",2010
